Word	FREQcount	CDcount	FREQlow	Cdlow	SUBTLWF	Lg10WF	SUBTLCD	Lg10CD	syllable_count
objectivity	38	33	36	32	0.75	1.5911	0.39	1.5315	5.0
accommodating	36	32	36	32	0.71	1.5682	0.38	1.5185	5.0
archaeologist	57	32	55	31	1.12	1.7634	0.38	1.5185	5.0
authenticated	39	32	39	32	0.76	1.6021	0.38	1.5185	5.0
continuity	35	32	33	31	0.69	1.5563	0.38	1.5185	5.0
contradictory	32	32	32	32	0.63	1.5185	0.38	1.5185	5.0
deactivated	38	32	36	31	0.75	1.5911	0.38	1.5185	5.0
familiarity	34	32	34	32	0.67	1.5441	0.38	1.5185	5.0
ideology	33	32	33	32	0.65	1.5315	0.38	1.5185	5.0
incendiary	37	32	33	30	0.73	1.5798	0.38	1.5185	5.0
relativity	39	32	29	24	0.76	1.6021	0.38	1.5185	5.0
systematically	33	32	33	32	0.65	1.5315	0.38	1.5185	5.0
affectionately	31	31	25	25	0.61	1.5051	0.37	1.5051	5.0
Argumentative	38	31	17	16	0.75	1.5911	0.37	1.5051	5.0
egomaniac	35	31	32	28	0.69	1.5563	0.37	1.5051	5.0
irreparable	34	31	33	30	0.67	1.5441	0.37	1.5051	5.0
observatory	51	31	32	20	1.0	1.716	0.37	1.5051	5.0
solidarity	40	31	29	27	0.78	1.6128	0.37	1.5051	5.0
Yugoslavia	44	31	0	0	0.86	1.6532	0.37	1.5051	5.0
animosity	31	30	30	29	0.61	1.5051	0.36	1.4914	5.0
annihilated	32	30	31	29	0.63	1.5185	0.36	1.4914	5.0
aristocratic	37	30	36	29	0.73	1.5798	0.36	1.4914	5.0
artificially	36	30	35	29	0.71	1.5682	0.36	1.4914	5.0
biologically	34	30	30	26	0.67	1.5441	0.36	1.4914	5.0
cardiologist	36	30	34	28	0.71	1.5682	0.36	1.4914	5.0
communicator	36	30	30	25	0.71	1.5682	0.36	1.4914	5.0
evaluated	31	30	31	30	0.61	1.5051	0.36	1.4914	5.0
extenuating	33	30	32	30	0.65	1.5315	0.36	1.4914	5.0
extraordinaire	33	30	32	29	0.65	1.5315	0.36	1.4914	5.0
insecurities	36	30	36	30	0.71	1.5682	0.36	1.4914	5.0
reincarnated	37	30	35	30	0.73	1.5798	0.36	1.4914	5.0
solicitation	45	30	34	25	0.88	1.6628	0.36	1.4914	5.0
undesirable	33	30	30	28	0.65	1.5315	0.36	1.4914	5.0
unexplainable	35	30	32	28	0.69	1.5563	0.36	1.4914	5.0
alphabetically	30	29	26	25	0.59	1.4914	0.35	1.4771	5.0
antibiotic	33	29	32	28	0.65	1.5315	0.35	1.4771	5.0
classification	37	29	36	28	0.73	1.5798	0.35	1.4771	5.0
debilitating	29	29	28	28	0.57	1.4771	0.35	1.4771	5.0
examinations	33	29	33	29	0.65	1.5315	0.35	1.4771	5.0
experimented	31	29	30	28	0.61	1.5051	0.35	1.4771	5.0
inflammatory	32	29	32	29	0.63	1.5185	0.35	1.4771	5.0
motivational	33	29	31	27	0.65	1.5315	0.35	1.4771	5.0
negativity	33	29	32	28	0.65	1.5315	0.35	1.4771	5.0
overprotective	31	29	30	28	0.61	1.5051	0.35	1.4771	5.0
productivity	29	29	28	28	0.57	1.4771	0.35	1.4771	5.0
punctuality	33	29	26	25	0.65	1.5315	0.35	1.4771	5.0
recognizable	31	29	31	29	0.61	1.5051	0.35	1.4771	5.0
sensibilities	30	29	30	29	0.59	1.4914	0.35	1.4771	5.0
simultaneous	29	29	28	28	0.57	1.4771	0.35	1.4771	5.0
unanimously	31	29	30	28	0.61	1.5051	0.35	1.4771	5.0
analytical	30	28	27	26	0.59	1.4914	0.33	1.4624	5.0
appendectomy	33	28	29	26	0.65	1.5315	0.33	1.4624	5.0
clarification	30	28	29	27	0.59	1.4914	0.33	1.4624	5.0
inadmissible	34	28	30	25	0.67	1.5441	0.33	1.4624	5.0
invulnerable	36	28	36	28	0.71	1.5682	0.33	1.4624	5.0
notification	31	28	30	27	0.61	1.5051	0.33	1.4624	5.0
precautionary	33	28	30	27	0.65	1.5315	0.33	1.4624	5.0
uncomplicated	31	28	28	25	0.61	1.5051	0.33	1.4624	5.0
vicariously	31	28	30	27	0.61	1.5051	0.33	1.4624	5.0
Americana	37	27	4	4	0.73	1.5798	0.32	1.4472	5.0
aristocracy	32	27	32	27	0.63	1.5185	0.32	1.4472	5.0
biochemical	38	27	34	24	0.75	1.5911	0.32	1.4472	5.0
Consolidated	36	27	13	12	0.71	1.5682	0.32	1.4472	5.0
dermatologist	28	27	27	26	0.55	1.4624	0.32	1.4472	5.0
derogatory	31	27	30	27	0.61	1.5051	0.32	1.4472	5.0
deteriorate	27	27	27	27	0.53	1.4472	0.32	1.4472	5.0
equilibrium	46	27	41	25	0.9	1.6721	0.32	1.4472	5.0
geographical	31	27	26	23	0.61	1.5051	0.32	1.4472	5.0
incinerator	38	27	38	27	0.75	1.5911	0.32	1.4472	5.0
instantaneous	31	27	27	25	0.61	1.5051	0.32	1.4472	5.0
intimidation	28	27	23	23	0.55	1.4624	0.32	1.4472	5.0
justifiable	27	27	25	25	0.53	1.4472	0.32	1.4472	5.0
magnificently	28	27	28	27	0.55	1.4624	0.32	1.4472	5.0
obliterated	31	27	31	27	0.61	1.5051	0.32	1.4472	5.0
pandemonium	33	27	23	22	0.65	1.5315	0.32	1.4472	5.0
paraphernalia	31	27	31	27	0.61	1.5051	0.32	1.4472	5.0
reprehensible	29	27	29	27	0.57	1.4771	0.32	1.4472	5.0
understandably	27	27	20	20	0.53	1.4472	0.32	1.4472	5.0
undetectable	29	27	27	26	0.57	1.4771	0.32	1.4472	5.0
Abracadabra	53	26	10	8	1.04	1.7324	0.31	1.4314	5.0
Alexandria	38	26	0	0	0.75	1.5911	0.31	1.4314	5.0
associating	27	26	24	23	0.53	1.4472	0.31	1.4314	5.0
collaborator	32	26	29	25	0.63	1.5185	0.31	1.4314	5.0
decomposition	26	26	26	26	0.51	1.4314	0.31	1.4314	5.0
discoloration	31	26	30	25	0.61	1.5051	0.31	1.4314	5.0
evaluations	34	26	33	25	0.67	1.5441	0.31	1.4314	5.0
illumination	34	26	33	25	0.67	1.5441	0.31	1.4314	5.0
incinerated	30	26	28	24	0.59	1.4914	0.31	1.4314	5.0
inoperable	33	26	30	24	0.65	1.5315	0.31	1.4314	5.0
misinterpreted	28	26	28	26	0.55	1.4624	0.31	1.4314	5.0
nitroglycerin	33	26	28	22	0.65	1.5315	0.31	1.4314	5.0
testimonial	32	26	32	26	0.63	1.5185	0.31	1.4314	5.0
uninterrupted	27	26	26	26	0.53	1.4472	0.31	1.4314	5.0
abominable	32	25	25	20	0.63	1.5185	0.3	1.415	5.0
anniversaries	28	25	26	23	0.55	1.4624	0.3	1.415	5.0
antidepressants	36	25	31	20	0.71	1.5682	0.3	1.415	5.0
biochemistry	29	25	25	22	0.57	1.4771	0.3	1.415	5.0
camaraderie	27	25	25	23	0.53	1.4472	0.3	1.415	5.0
conversational	27	25	25	23	0.53	1.4472	0.3	1.415	5.0
exploratory	25	25	24	24	0.49	1.415	0.3	1.415	5.0
exterminated	28	25	27	25	0.55	1.4624	0.3	1.415	5.0
hysterectomy	31	25	29	23	0.61	1.5051	0.3	1.415	5.0
magnification	27	25	24	22	0.53	1.4472	0.3	1.415	5.0
opinionated	27	25	25	23	0.53	1.4472	0.3	1.415	5.0
preliminaries	31	25	28	25	0.61	1.5051	0.3	1.415	5.0
promiscuity	30	25	25	22	0.59	1.4914	0.3	1.415	5.0
realistically	25	25	19	19	0.49	1.415	0.3	1.415	5.0
Scandinavian	35	25	0	0	0.69	1.5563	0.3	1.415	5.0
sensuality	35	25	33	25	0.69	1.5563	0.3	1.415	5.0
ultraviolet	32	25	28	23	0.63	1.5185	0.3	1.415	5.0
universally	27	25	26	24	0.53	1.4472	0.3	1.415	5.0
unmitigated	25	25	22	22	0.49	1.415	0.3	1.415	5.0
affiliation	25	24	25	24	0.49	1.415	0.29	1.3979	5.0
alienating	26	24	26	24	0.51	1.4314	0.29	1.3979	5.0
economically	30	24	28	23	0.59	1.4914	0.29	1.3979	5.0
incompatible	28	24	27	23	0.55	1.4624	0.29	1.3979	5.0
indescribable	25	24	24	23	0.49	1.415	0.29	1.3979	5.0
industrialist	26	24	25	23	0.51	1.4314	0.29	1.3979	5.0
infuriating	25	24	24	23	0.49	1.415	0.29	1.3979	5.0
masculinity	25	24	25	24	0.49	1.415	0.29	1.3979	5.0
materialize	25	24	24	23	0.49	1.415	0.29	1.3979	5.0
pronunciation	24	24	23	23	0.47	1.3979	0.29	1.3979	5.0
recuperating	24	24	24	24	0.47	1.3979	0.29	1.3979	5.0
refrigerators	25	24	25	24	0.49	1.415	0.29	1.3979	5.0
renegotiate	31	24	29	23	0.61	1.5051	0.29	1.3979	5.0
terminology	24	24	24	24	0.47	1.3979	0.29	1.3979	5.0
tuberculosis	32	24	26	21	0.63	1.5185	0.29	1.3979	5.0
uneducated	24	24	24	24	0.47	1.3979	0.29	1.3979	5.0
abnormalities	25	23	24	22	0.49	1.415	0.27	1.3802	5.0
depository	50	23	29	18	0.98	1.7076	0.27	1.3802	5.0
discriminating	25	23	25	23	0.49	1.415	0.27	1.3802	5.0
dishonorable	32	23	29	21	0.63	1.5185	0.27	1.3802	5.0
documentaries	37	23	34	23	0.73	1.5798	0.27	1.3802	5.0
ejaculation	29	23	24	19	0.57	1.4771	0.27	1.3802	5.0
impersonation	23	23	22	22	0.45	1.3802	0.27	1.3802	5.0
interestingly	26	23	15	13	0.51	1.4314	0.27	1.3802	5.0
legitimacy	26	23	25	22	0.51	1.4314	0.27	1.3802	5.0
memorabilia	25	23	25	23	0.49	1.415	0.27	1.3802	5.0
methodology	33	23	28	21	0.65	1.5315	0.27	1.3802	5.0
neurosurgery	39	23	20	15	0.76	1.6021	0.27	1.3802	5.0
revolutionize	24	23	24	23	0.47	1.3979	0.27	1.3802	5.0
ritualistic	27	23	25	23	0.53	1.4472	0.27	1.3802	5.0
sensibility	25	23	23	21	0.49	1.415	0.27	1.3802	5.0
subterranean	33	23	27	22	0.65	1.5315	0.27	1.3802	5.0
actuality	24	22	24	22	0.47	1.3979	0.26	1.3617	5.0
administering	24	22	23	21	0.47	1.3979	0.26	1.3617	5.0
archaeology	39	22	31	18	0.76	1.6021	0.26	1.3617	5.0
cannibalism	29	22	24	19	0.57	1.4771	0.26	1.3617	5.0
continuation	24	22	21	20	0.47	1.3979	0.26	1.3617	5.0
denominator	28	22	27	22	0.55	1.4624	0.26	1.3617	5.0
domesticated	28	22	28	22	0.55	1.4624	0.26	1.3617	5.0
exhilarated	23	22	22	21	0.45	1.3802	0.26	1.3617	5.0
illuminating	24	22	23	21	0.47	1.3979	0.26	1.3617	5.0
inconsequential	22	22	22	22	0.43	1.3617	0.26	1.3617	5.0
inconsistencies	25	22	25	22	0.49	1.415	0.26	1.3617	5.0
insemination	32	22	31	21	0.63	1.5185	0.26	1.3617	5.0
metamorphosis	28	22	17	17	0.55	1.4624	0.26	1.3617	5.0
miscalculation	23	22	23	22	0.45	1.3802	0.26	1.3617	5.0
notoriety	23	22	22	21	0.45	1.3802	0.26	1.3617	5.0
overestimate	23	22	23	22	0.45	1.3802	0.26	1.3617	5.0
psychoanalyst	33	22	33	22	0.65	1.5315	0.26	1.3617	5.0
psychosomatic	29	22	26	19	0.57	1.4771	0.26	1.3617	5.0
regeneration	34	22	29	20	0.67	1.5441	0.26	1.3617	5.0
subsidiary	23	22	21	21	0.45	1.3802	0.26	1.3617	5.0
undergraduate	22	22	22	22	0.43	1.3617	0.26	1.3617	5.0
videotaping	24	22	23	22	0.47	1.3979	0.26	1.3617	5.0
associations	23	21	21	19	0.45	1.3802	0.25	1.3424	5.0
claustrophobia	23	21	19	18	0.45	1.3802	0.25	1.3424	5.0
Constantinople	45	21	0	0	0.88	1.6628	0.25	1.3424	5.0
defibrillator	24	21	22	19	0.47	1.3979	0.25	1.3424	5.0
definitively	23	21	19	17	0.45	1.3802	0.25	1.3424	5.0
deliberations	23	21	23	21	0.45	1.3802	0.25	1.3424	5.0
editorials	24	21	22	19	0.47	1.3979	0.25	1.3424	5.0
Ethiopian	27	21	0	0	0.53	1.4472	0.25	1.3424	5.0
fundamentalist	26	21	22	18	0.51	1.4314	0.25	1.3424	5.0
inexplicably	21	21	20	20	0.41	1.3424	0.25	1.3424	5.0
intelligently	23	21	23	21	0.45	1.3802	0.25	1.3424	5.0
multinational	32	21	22	20	0.63	1.5185	0.25	1.3424	5.0
overextended	21	21	20	20	0.41	1.3424	0.25	1.3424	5.0
pathetically	21	21	21	21	0.41	1.3424	0.25	1.3424	5.0
probabilities	25	21	24	21	0.49	1.415	0.25	1.3424	5.0
proprietary	23	21	23	21	0.45	1.3802	0.25	1.3424	5.0
recalculated	21	21	21	21	0.41	1.3424	0.25	1.3424	5.0
refrigerated	21	21	20	20	0.41	1.3424	0.25	1.3424	5.0
rehabilitate	21	21	21	21	0.41	1.3424	0.25	1.3424	5.0
resuscitation	23	21	20	19	0.45	1.3802	0.25	1.3424	5.0
sociology	22	21	16	16	0.43	1.3617	0.25	1.3424	5.0
technicalities	23	21	22	20	0.45	1.3802	0.25	1.3424	5.0
unsanitary	21	21	18	18	0.41	1.3424	0.25	1.3424	5.0
abnormality	26	20	26	20	0.51	1.4314	0.24	1.3222	5.0
aerodynamic	22	20	22	20	0.43	1.3617	0.24	1.3222	5.0
alienation	22	20	18	16	0.43	1.3617	0.24	1.3222	5.0
apologizes	21	20	21	20	0.41	1.3424	0.24	1.3222	5.0
assassinations	29	20	27	18	0.57	1.4771	0.24	1.3222	5.0
comparatively	20	20	19	19	0.39	1.3222	0.24	1.3222	5.0
congratulating	21	20	20	20	0.41	1.3424	0.24	1.3222	5.0
deliberation	20	20	20	20	0.39	1.3222	0.24	1.3222	5.0
discretionary	21	20	21	20	0.41	1.3424	0.24	1.3222	5.0
ecological	23	20	23	20	0.45	1.3802	0.24	1.3222	5.0
emancipation	24	20	16	13	0.47	1.3979	0.24	1.3222	5.0
evaporated	24	20	23	19	0.47	1.3979	0.24	1.3222	5.0
horizontally	24	20	21	18	0.47	1.3979	0.24	1.3222	5.0
immorality	22	20	21	19	0.43	1.3617	0.24	1.3222	5.0
imperialist	26	20	22	17	0.51	1.4314	0.24	1.3222	5.0
inhospitable	21	20	19	18	0.41	1.3424	0.24	1.3222	5.0
uninhabited	24	20	21	17	0.47	1.3979	0.24	1.3222	5.0
unsympathetic	22	20	22	20	0.43	1.3617	0.24	1.3222	5.0
antagonistic	22	19	21	18	0.43	1.3617	0.23	1.301	5.0
apologetic	22	19	21	18	0.43	1.3617	0.23	1.301	5.0
appropriations	23	19	17	15	0.45	1.3802	0.23	1.301	5.0
bilaterally	20	19	20	19	0.39	1.3222	0.23	1.301	5.0
circulatory	23	19	17	15	0.45	1.3802	0.23	1.301	5.0
collaborating	19	19	17	17	0.37	1.301	0.23	1.301	5.0
diversionary	25	19	25	19	0.49	1.415	0.23	1.301	5.0
emancipated	27	19	25	18	0.53	1.4472	0.23	1.301	5.0
exponentially	19	19	19	19	0.37	1.301	0.23	1.301	5.0
impersonator	28	19	28	19	0.55	1.4624	0.23	1.301	5.0
impropriety	25	19	25	19	0.49	1.415	0.23	1.301	5.0
inalienable	20	19	19	19	0.39	1.3222	0.23	1.301	5.0
indivisible	21	19	20	18	0.41	1.3424	0.23	1.301	5.0
ineffectual	23	19	23	19	0.45	1.3802	0.23	1.301	5.0
insinuations	21	19	21	19	0.41	1.3424	0.23	1.301	5.0
insubordinate	19	19	17	17	0.37	1.301	0.23	1.301	5.0
intracranial	23	19	22	18	0.45	1.3802	0.23	1.301	5.0
janitorial	22	19	19	17	0.43	1.3617	0.23	1.301	5.0
legitimately	21	19	18	17	0.41	1.3424	0.23	1.301	5.0
meticulously	19	19	17	17	0.37	1.301	0.23	1.301	5.0
miscalculated	19	19	19	19	0.37	1.301	0.23	1.301	5.0
miscellaneous	22	19	19	17	0.43	1.3617	0.23	1.301	5.0
mythological	19	19	19	19	0.37	1.301	0.23	1.301	5.0
obligatory	21	19	19	17	0.41	1.3424	0.23	1.301	5.0
preoccupation	19	19	19	19	0.37	1.301	0.23	1.301	5.0
unattainable	25	19	25	19	0.49	1.415	0.23	1.301	5.0
unremarkable	21	19	21	19	0.41	1.3424	0.23	1.301	5.0
unsolicited	22	19	21	18	0.43	1.3617	0.23	1.301	5.0
accumulating	18	18	17	17	0.35	1.2788	0.21	1.2788	5.0
categorically	20	18	19	17	0.39	1.3222	0.21	1.2788	5.0
contaminating	18	18	18	18	0.35	1.2788	0.21	1.2788	5.0
degeneration	20	18	20	18	0.39	1.3222	0.21	1.2788	5.0
eccentricities	20	18	19	17	0.39	1.3222	0.21	1.2788	5.0
electrifying	21	18	19	16	0.41	1.3424	0.21	1.2788	5.0
Ethiopia	26	18	0	0	0.51	1.4314	0.21	1.2788	5.0
evaluating	20	18	20	18	0.39	1.3222	0.21	1.2788	5.0
exonerated	22	18	22	18	0.43	1.3617	0.21	1.2788	5.0
favoritism	21	18	20	18	0.41	1.3424	0.21	1.2788	5.0
hippopotamus	28	18	24	16	0.55	1.4624	0.21	1.2788	5.0
intoxication	19	18	19	18	0.37	1.301	0.21	1.2788	5.0
managerial	21	18	21	18	0.41	1.3424	0.21	1.2788	5.0
nymphomaniac	27	18	27	18	0.53	1.4472	0.21	1.2788	5.0
objectionable	19	18	19	18	0.37	1.301	0.21	1.2788	5.0
pituitary	32	18	31	17	0.63	1.5185	0.21	1.2788	5.0
planetarium	20	18	17	15	0.39	1.3222	0.21	1.2788	5.0
psychotherapy	23	18	20	16	0.45	1.3802	0.21	1.2788	5.0
reevaluate	19	18	19	18	0.37	1.301	0.21	1.2788	5.0
unconscionable	18	18	16	16	0.35	1.2788	0.21	1.2788	5.0
arbitrarily	17	17	17	17	0.33	1.2553	0.2	1.2553	5.0
condominium	17	17	17	17	0.33	1.2553	0.2	1.2553	5.0
Confederacy	25	17	2	2	0.49	1.415	0.2	1.2553	5.0
Congratulation	25	17	5	5	0.49	1.415	0.2	1.2553	5.0
decapitation	18	17	14	13	0.35	1.2788	0.2	1.2553	5.0
differentiate	17	17	17	17	0.33	1.2553	0.2	1.2553	5.0
elasticity	18	17	16	15	0.35	1.2788	0.2	1.2553	5.0
exterminators	24	17	18	13	0.47	1.3979	0.2	1.2553	5.0
hypochondriac	20	17	19	16	0.39	1.3222	0.2	1.2553	5.0
improvisation	20	17	16	13	0.39	1.3222	0.2	1.2553	5.0
inaccessible	20	17	20	17	0.39	1.3222	0.2	1.2553	5.0
inadequacy	17	17	17	17	0.33	1.2553	0.2	1.2553	5.0
interconnected	25	17	24	16	0.49	1.415	0.2	1.2553	5.0
irrevocably	17	17	15	15	0.33	1.2553	0.2	1.2553	5.0
macadamia	31	17	19	12	0.61	1.5051	0.2	1.2553	5.0
mobilization	19	17	15	15	0.37	1.301	0.2	1.2553	5.0
monumentally	21	17	20	16	0.41	1.3424	0.2	1.2553	5.0
multimillionaire	17	17	17	17	0.33	1.2553	0.2	1.2553	5.0
purification	25	17	23	16	0.49	1.415	0.2	1.2553	5.0
redecorated	18	17	18	17	0.35	1.2788	0.2	1.2553	5.0
resuscitated	20	17	19	17	0.39	1.3222	0.2	1.2553	5.0
Serendipity	29	17	9	6	0.57	1.4771	0.2	1.2553	5.0
symbolically	19	17	14	14	0.37	1.301	0.2	1.2553	5.0
theological	20	17	18	15	0.39	1.3222	0.2	1.2553	5.0
uncompromising	21	17	18	16	0.41	1.3424	0.2	1.2553	5.0
unintentional	21	17	20	17	0.41	1.3424	0.2	1.2553	5.0
Additionally	16	16	0	0	0.31	1.2304	0.19	1.2304	5.0
administrations	16	16	16	16	0.31	1.2304	0.19	1.2304	5.0
administrators	18	16	16	14	0.35	1.2788	0.19	1.2304	5.0
aerodynamics	16	16	16	16	0.31	1.2304	0.19	1.2304	5.0
antidepressant	18	16	17	15	0.35	1.2788	0.19	1.2304	5.0
apocalyptic	18	16	17	16	0.35	1.2788	0.19	1.2304	5.0
certification	19	16	18	16	0.37	1.301	0.19	1.2304	5.0
corroborated	16	16	15	15	0.31	1.2304	0.19	1.2304	5.0
denomination	18	16	17	15	0.35	1.2788	0.19	1.2304	5.0
depreciation	18	16	16	14	0.35	1.2788	0.19	1.2304	5.0
developmental	19	16	18	15	0.37	1.301	0.19	1.2304	5.0
disappearances	16	16	16	16	0.31	1.2304	0.19	1.2304	5.0
disintegrated	18	16	16	14	0.35	1.2788	0.19	1.2304	5.0
Elizabethan	17	16	0	0	0.33	1.2553	0.19	1.2304	5.0
eradicated	17	16	17	16	0.33	1.2553	0.19	1.2304	5.0
femininity	20	16	17	15	0.39	1.3222	0.19	1.2304	5.0
genealogy	21	16	18	14	0.41	1.3424	0.19	1.2304	5.0
indeterminate	18	16	16	15	0.35	1.2788	0.19	1.2304	5.0
inefficiency	16	16	16	16	0.31	1.2304	0.19	1.2304	5.0
inexperience	16	16	15	15	0.31	1.2304	0.19	1.2304	5.0
interagency	20	16	18	15	0.39	1.3222	0.19	1.2304	5.0
intermediate	23	16	18	16	0.45	1.3802	0.19	1.2304	5.0
interrogations	17	16	16	15	0.33	1.2553	0.19	1.2304	5.0
introductory	17	16	16	15	0.33	1.2553	0.19	1.2304	5.0
irrevocable	19	16	18	15	0.37	1.301	0.19	1.2304	5.0
negotiators	22	16	18	13	0.43	1.3617	0.19	1.2304	5.0
perpetuity	17	16	17	16	0.33	1.2553	0.19	1.2304	5.0
refrigeration	17	16	16	15	0.33	1.2553	0.19	1.2304	5.0
regularity	16	16	16	16	0.31	1.2304	0.19	1.2304	5.0
anatomical	16	15	14	13	0.31	1.2304	0.18	1.2041	5.0
anatomically	16	15	13	12	0.31	1.2304	0.18	1.2041	5.0
astrological	15	15	14	14	0.29	1.2041	0.18	1.2041	5.0
bicentennial	22	15	16	13	0.43	1.3617	0.18	1.2041	5.0
Cardiology	20	15	4	4	0.39	1.3222	0.18	1.2041	5.0
Catholicism	23	15	0	0	0.45	1.3802	0.18	1.2041	5.0
chronological	17	15	17	15	0.33	1.2553	0.18	1.2041	5.0
corroborating	16	15	15	14	0.31	1.2304	0.18	1.2041	5.0
crematorium	19	15	16	13	0.37	1.301	0.18	1.2041	5.0
economical	17	15	16	14	0.33	1.2553	0.18	1.2041	5.0
entomologist	19	15	18	15	0.37	1.301	0.18	1.2041	5.0
eviscerated	18	15	16	13	0.35	1.2788	0.18	1.2041	5.0
facilitated	15	15	15	15	0.29	1.2041	0.18	1.2041	5.0
illuminated	18	15	18	15	0.35	1.2788	0.18	1.2041	5.0
immeasurable	15	15	15	15	0.29	1.2041	0.18	1.2041	5.0
inebriated	15	15	15	15	0.29	1.2041	0.18	1.2041	5.0
institutional	17	15	15	14	0.33	1.2553	0.18	1.2041	5.0
interchangeable	20	15	19	15	0.39	1.3222	0.18	1.2041	5.0
interminable	16	15	16	15	0.31	1.2304	0.18	1.2041	5.0
liabilities	16	15	15	14	0.31	1.2304	0.18	1.2041	5.0
Lithuanian	17	15	0	0	0.33	1.2553	0.18	1.2041	5.0
manifestations	19	15	17	14	0.37	1.301	0.18	1.2041	5.0
overexcited	16	15	16	15	0.31	1.2304	0.18	1.2041	5.0
overqualified	16	15	16	15	0.31	1.2304	0.18	1.2041	5.0
predominantly	19	15	18	14	0.37	1.301	0.18	1.2041	5.0
premeditation	17	15	16	15	0.33	1.2553	0.18	1.2041	5.0
reactionary	17	15	16	14	0.33	1.2553	0.18	1.2041	5.0
triangulation	18	15	15	14	0.35	1.2788	0.18	1.2041	5.0
Tyrannosaurus	20	15	3	3	0.39	1.3222	0.18	1.2041	5.0
uncontrollably	15	15	15	15	0.29	1.2041	0.18	1.2041	5.0
unfathomable	15	15	15	15	0.29	1.2041	0.18	1.2041	5.0
unification	82	15	66	12	1.61	1.9191	0.18	1.2041	5.0
unilateral	15	15	14	14	0.29	1.2041	0.18	1.2041	5.0
abbreviated	16	14	14	13	0.31	1.2304	0.17	1.1761	5.0
assassinating	15	14	13	13	0.29	1.2041	0.17	1.1761	5.0
assimilated	21	14	21	14	0.41	1.3424	0.17	1.1761	5.0
cornucopia	15	14	15	14	0.29	1.2041	0.17	1.1761	5.0
counterproductive	14	14	14	14	0.27	1.1761	0.17	1.1761	5.0
criminology	15	14	12	11	0.29	1.2041	0.17	1.1761	5.0
disabilities	15	14	11	10	0.29	1.2041	0.17	1.1761	5.0
indoctrination	15	14	15	14	0.29	1.2041	0.17	1.1761	5.0
informational	14	14	13	13	0.27	1.1761	0.17	1.1761	5.0
insinuation	15	14	15	14	0.29	1.2041	0.17	1.1761	5.0
invigorating	15	14	13	12	0.29	1.2041	0.17	1.1761	5.0
Jeffersonian	33	14	0	0	0.65	1.5315	0.17	1.1761	5.0
methodically	14	14	14	14	0.27	1.1761	0.17	1.1761	5.0
militarily	15	14	12	11	0.29	1.2041	0.17	1.1761	5.0
misinformation	14	14	13	13	0.27	1.1761	0.17	1.1761	5.0
misrepresented	14	14	14	14	0.27	1.1761	0.17	1.1761	5.0
multimedia	28	14	24	12	0.55	1.4624	0.17	1.1761	5.0
myocardial	15	14	12	11	0.29	1.2041	0.17	1.1761	5.0
overwhelmingly	15	14	15	14	0.29	1.2041	0.17	1.1761	5.0
preparatory	15	14	12	11	0.29	1.2041	0.17	1.1761	5.0
radiologist	20	14	17	14	0.39	1.3222	0.17	1.1761	5.0
reconsidering	16	14	15	14	0.31	1.2304	0.17	1.1761	5.0
reformatory	18	14	15	12	0.35	1.2788	0.17	1.1761	5.0
secretarial	16	14	14	13	0.31	1.2304	0.17	1.1761	5.0
supervisory	16	14	11	10	0.31	1.2304	0.17	1.1761	5.0
unquestionably	14	14	8	8	0.27	1.1761	0.17	1.1761	5.0
accumulation	13	13	13	13	0.25	1.1461	0.15	1.1461	5.0
affiliations	14	13	14	13	0.27	1.1761	0.15	1.1461	5.0
ambiguity	14	13	14	13	0.27	1.1761	0.15	1.1461	5.0
angioplasty	16	13	15	12	0.31	1.2304	0.15	1.1461	5.0
astonishingly	13	13	9	9	0.25	1.1461	0.15	1.1461	5.0
collaborators	13	13	12	12	0.25	1.1461	0.15	1.1461	5.0
confrontational	14	13	12	12	0.27	1.1761	0.15	1.1461	5.0
degenerated	19	13	13	12	0.37	1.301	0.15	1.1461	5.0
demoralizing	14	13	14	13	0.27	1.1761	0.15	1.1461	5.0
disadvantages	16	13	16	13	0.31	1.2304	0.15	1.1461	5.0
disillusionment	14	13	12	12	0.27	1.1761	0.15	1.1461	5.0
disproportionate	13	13	12	12	0.25	1.1461	0.15	1.1461	5.0
dissatisfaction	14	13	14	13	0.27	1.1761	0.15	1.1461	5.0
domesticity	14	13	13	12	0.27	1.1761	0.15	1.1461	5.0
electrically	22	13	21	12	0.43	1.3617	0.15	1.1461	5.0
evaporating	16	13	16	13	0.31	1.2304	0.15	1.1461	5.0
facilitator	16	13	14	12	0.31	1.2304	0.15	1.1461	5.0
homophobia	14	13	12	11	0.27	1.1761	0.15	1.1461	5.0
hypoglycemic	13	13	12	12	0.25	1.1461	0.15	1.1461	5.0
impersonated	13	13	13	13	0.25	1.1461	0.15	1.1461	5.0
industrialists	14	13	13	12	0.27	1.1761	0.15	1.1461	5.0
inescapable	14	13	14	13	0.27	1.1761	0.15	1.1461	5.0
interpersonal	14	13	14	13	0.27	1.1761	0.15	1.1461	5.0
irrefutable	13	13	12	12	0.25	1.1461	0.15	1.1461	5.0
metaphorical	14	13	13	13	0.27	1.1761	0.15	1.1461	5.0
methamphetamine	16	13	13	10	0.31	1.2304	0.15	1.1461	5.0
microprocessor	19	13	17	11	0.37	1.301	0.15	1.1461	5.0
multiplication	14	13	14	13	0.27	1.1761	0.15	1.1461	5.0
