Word	FREQcount	CDcount	FREQlow	Cdlow	SUBTLWF	Lg10WF	SUBTLCD	Lg10CD	syllable_count	stress_pattern	primary_stress_position	secondary_stress_position
Nu	52	15	4	4	1.02	1.7243	0.18	1.2041	1.0	1	1.0	
pall	23	15	13	8	0.45	1.3802	0.18	1.2041	1.0	1	1.0	
piers	17	15	12	10	0.33	1.2553	0.18	1.2041	1.0	1	1.0	
plume	24	15	24	15	0.47	1.3979	0.18	1.2041	1.0	1	1.0	
poops	17	15	14	14	0.33	1.2553	0.18	1.2041	1.0	1	1.0	
pukes	16	15	16	15	0.31	1.2304	0.18	1.2041	1.0	1	1.0	
Quill	139	15	22	11	2.73	2.1461	0.18	1.2041	1.0	1	1.0	
reefs	25	15	25	15	0.49	1.415	0.18	1.2041	1.0	1	1.0	
reigned	16	15	16	15	0.31	1.2304	0.18	1.2041	1.0	1	1.0	
ribbed	18	15	16	14	0.35	1.2788	0.18	1.2041	1.0	1	1.0	
roared	17	15	17	15	0.33	1.2553	0.18	1.2041	1.0	1	1.0	
rout	18	15	18	15	0.35	1.2788	0.18	1.2041	1.0	1	1.0	
safes	22	15	22	15	0.43	1.3617	0.18	1.2041	1.0	1	1.0	
scents	16	15	16	15	0.31	1.2304	0.18	1.2041	1.0	1	1.0	
schmooze	17	15	16	14	0.33	1.2553	0.18	1.2041	1.0	1	1.0	
shanks	30	15	21	11	0.59	1.4914	0.18	1.2041	1.0	1	1.0	
sheared	18	15	16	14	0.35	1.2788	0.18	1.2041	1.0	1	1.0	
shied	15	15	15	15	0.29	1.2041	0.18	1.2041	1.0	1	1.0	
slabs	15	15	15	15	0.29	1.2041	0.18	1.2041	1.0	1	1.0	
Slade	97	15	0	0	1.9	1.9912	0.18	1.2041	1.0	1	1.0	
slurp	22	15	18	13	0.43	1.3617	0.18	1.2041	1.0	1	1.0	
snubbed	17	15	17	15	0.33	1.2553	0.18	1.2041	1.0	1	1.0	
soups	17	15	16	14	0.33	1.2553	0.18	1.2041	1.0	1	1.0	
spurred	15	15	15	15	0.29	1.2041	0.18	1.2041	1.0	1	1.0	
squall	20	15	19	15	0.39	1.3222	0.18	1.2041	1.0	1	1.0	
staunch	18	15	17	14	0.35	1.2788	0.18	1.2041	1.0	1	1.0	
stave	17	15	17	15	0.33	1.2553	0.18	1.2041	1.0	1	1.0	
steeped	15	15	15	15	0.29	1.2041	0.18	1.2041	1.0	1	1.0	
strobe	17	15	15	14	0.33	1.2553	0.18	1.2041	1.0	1	1.0	
stubbed	16	15	15	14	0.31	1.2304	0.18	1.2041	1.0	1	1.0	
swirls	17	15	17	15	0.33	1.2553	0.18	1.2041	1.0	1	1.0	
teak	20	15	15	13	0.39	1.3222	0.18	1.2041	1.0	1	1.0	
throng	16	15	15	14	0.31	1.2304	0.18	1.2041	1.0	1	1.0	
thru	31	15	30	15	0.61	1.5051	0.18	1.2041	1.0	1	1.0	
tint	15	15	14	14	0.29	1.2041	0.18	1.2041	1.0	1	1.0	
troth	35	15	33	15	0.69	1.5563	0.18	1.2041	1.0	1	1.0	
trumped	15	15	15	15	0.29	1.2041	0.18	1.2041	1.0	1	1.0	
tweet	43	15	25	13	0.84	1.6435	0.18	1.2041	1.0	1	1.0	
warns	17	15	17	15	0.33	1.2553	0.18	1.2041	1.0	1	1.0	
wheeze	29	15	18	13	0.57	1.4771	0.18	1.2041	1.0	1	1.0	
wilds	16	15	16	15	0.31	1.2304	0.18	1.2041	1.0	1	1.0	
wisp	21	15	17	15	0.41	1.3424	0.18	1.2041	1.0	1	1.0	
wok	38	15	34	14	0.75	1.5911	0.18	1.2041	1.0	1	1.0	
wrenched	16	15	15	15	0.31	1.2304	0.18	1.2041	1.0	1	1.0	
Yam	43	15	16	12	0.84	1.6435	0.18	1.2041	1.0	1	1.0	
Yeh	27	15	4	4	0.53	1.4472	0.18	1.2041	1.0	1	1.0	
ands	21	14	20	13	0.41	1.3424	0.17	1.1761	1.0	1	1.0	
Blanc	39	14	17	5	0.76	1.6021	0.17	1.1761	1.0	1	1.0	
blazed	17	14	17	14	0.33	1.2553	0.17	1.1761	1.0	1	1.0	
Borg	75	14	0	0	1.47	1.8808	0.17	1.1761	1.0	1	1.0	
braced	14	14	14	14	0.27	1.1761	0.17	1.1761	1.0	1	1.0	
chaise	15	14	15	14	0.29	1.2041	0.17	1.1761	1.0	1	1.0	
chives	15	14	13	12	0.29	1.2041	0.17	1.1761	1.0	1	1.0	
churned	18	14	18	14	0.35	1.2788	0.17	1.1761	1.0	1	1.0	
clutched	14	14	11	11	0.27	1.1761	0.17	1.1761	1.0	1	1.0	
craved	16	14	16	14	0.31	1.2304	0.17	1.1761	1.0	1	1.0	
crepes	18	14	17	13	0.35	1.2788	0.17	1.1761	1.0	1	1.0	
cusp	14	14	14	14	0.27	1.1761	0.17	1.1761	1.0	1	1.0	
Dag	31	14	10	4	0.61	1.5051	0.17	1.1761	1.0	1	1.0	
deign	16	14	15	13	0.31	1.2304	0.17	1.1761	1.0	1	1.0	
delve	14	14	14	14	0.27	1.1761	0.17	1.1761	1.0	1	1.0	
Elks	18	14	4	4	0.35	1.2788	0.17	1.1761	1.0	1	1.0	
Falk	39	14	1	1	0.76	1.6021	0.17	1.1761	1.0	1	1.0	
gad	26	14	18	9	0.51	1.4314	0.17	1.1761	1.0	1	1.0	
galls	15	14	14	13	0.29	1.2041	0.17	1.1761	1.0	1	1.0	
garb	16	14	16	14	0.31	1.2304	0.17	1.1761	1.0	1	1.0	
gov	20	14	10	8	0.39	1.3222	0.17	1.1761	1.0	1	1.0	
grout	19	14	18	13	0.37	1.301	0.17	1.1761	1.0	1	1.0	
Hales	30	14	1	1	0.59	1.4914	0.17	1.1761	1.0	1	1.0	
harms	14	14	13	13	0.27	1.1761	0.17	1.1761	1.0	1	1.0	
hemmed	15	14	15	14	0.29	1.2041	0.17	1.1761	1.0	1	1.0	
Hing	73	14	32	8	1.43	1.8692	0.17	1.1761	1.0	1	1.0	
hunks	18	14	17	13	0.35	1.2788	0.17	1.1761	1.0	1	1.0	
hyped	16	14	16	14	0.31	1.2304	0.17	1.1761	1.0	1	1.0	
Jays	15	14	4	4	0.29	1.2041	0.17	1.1761	1.0	1	1.0	
jus	23	14	21	12	0.45	1.3802	0.17	1.1761	1.0	1	1.0	
Kern	58	14	1	1	1.14	1.7709	0.17	1.1761	1.0	1	1.0	
kiln	19	14	19	14	0.37	1.301	0.17	1.1761	1.0	1	1.0	
knave	19	14	17	12	0.37	1.301	0.17	1.1761	1.0	1	1.0	
Lat	33	14	5	4	0.65	1.5315	0.17	1.1761	1.0	1	1.0	
Lei	37	14	12	8	0.73	1.5798	0.17	1.1761	1.0	1	1.0	
Mau	48	14	6	3	0.94	1.6902	0.17	1.1761	1.0	1	1.0	
Mir	17	14	6	6	0.33	1.2553	0.17	1.1761	1.0	1	1.0	
mites	19	14	19	14	0.37	1.301	0.17	1.1761	1.0	1	1.0	
mourns	15	14	13	12	0.29	1.2041	0.17	1.1761	1.0	1	1.0	
Nance	37	14	3	2	0.73	1.5798	0.17	1.1761	1.0	1	1.0	
Nite	47	14	7	4	0.92	1.6812	0.17	1.1761	1.0	1	1.0	
ores	20	14	20	14	0.39	1.3222	0.17	1.1761	1.0	1	1.0	
paced	14	14	14	14	0.27	1.1761	0.17	1.1761	1.0	1	1.0	
ply	16	14	15	13	0.31	1.2304	0.17	1.1761	1.0	1	1.0	
popes	15	14	10	10	0.29	1.2041	0.17	1.1761	1.0	1	1.0	
prawn	26	14	18	9	0.51	1.4314	0.17	1.1761	1.0	1	1.0	
preyed	15	14	15	14	0.29	1.2041	0.17	1.1761	1.0	1	1.0	
proms	15	14	12	11	0.29	1.2041	0.17	1.1761	1.0	1	1.0	
Psi	24	14	11	8	0.47	1.3979	0.17	1.1761	1.0	1	1.0	
scabs	16	14	13	12	0.31	1.2304	0.17	1.1761	1.0	1	1.0	
scald	14	14	14	14	0.27	1.1761	0.17	1.1761	1.0	1	1.0	
Scot	16	14	4	4	0.31	1.2304	0.17	1.1761	1.0	1	1.0	
shards	19	14	18	13	0.37	1.301	0.17	1.1761	1.0	1	1.0	
Sharps	19	14	7	6	0.37	1.301	0.17	1.1761	1.0	1	1.0	
shrubs	16	14	15	13	0.31	1.2304	0.17	1.1761	1.0	1	1.0	
skulk	15	14	15	14	0.29	1.2041	0.17	1.1761	1.0	1	1.0	
slats	20	14	18	13	0.39	1.3222	0.17	1.1761	1.0	1	1.0	
slaw	17	14	16	13	0.33	1.2553	0.17	1.1761	1.0	1	1.0	
slung	16	14	16	14	0.31	1.2304	0.17	1.1761	1.0	1	1.0	
snarls	17	14	15	12	0.33	1.2553	0.17	1.1761	1.0	1	1.0	
spliced	16	14	15	14	0.31	1.2304	0.17	1.1761	1.0	1	1.0	
staph	25	14	23	13	0.49	1.415	0.17	1.1761	1.0	1	1.0	
starched	14	14	13	13	0.27	1.1761	0.17	1.1761	1.0	1	1.0	
swatch	18	14	12	10	0.35	1.2788	0.17	1.1761	1.0	1	1.0	
tarred	15	14	12	11	0.29	1.2041	0.17	1.1761	1.0	1	1.0	
teal	26	14	15	10	0.51	1.4314	0.17	1.1761	1.0	1	1.0	
teat	16	14	15	14	0.31	1.2304	0.17	1.1761	1.0	1	1.0	
thrush	19	14	16	12	0.37	1.301	0.17	1.1761	1.0	1	1.0	
trove	17	14	16	13	0.33	1.2553	0.17	1.1761	1.0	1	1.0	
vise	20	14	20	14	0.39	1.3222	0.17	1.1761	1.0	1	1.0	
wands	18	14	14	10	0.35	1.2788	0.17	1.1761	1.0	1	1.0	
weaves	16	14	15	13	0.31	1.2304	0.17	1.1761	1.0	1	1.0	
wracked	17	14	17	14	0.33	1.2553	0.17	1.1761	1.0	1	1.0	
wrung	14	14	14	14	0.27	1.1761	0.17	1.1761	1.0	1	1.0	
yearns	15	14	15	14	0.29	1.2041	0.17	1.1761	1.0	1	1.0	
Alms	25	13	10	10	0.49	1.415	0.15	1.1461	1.0	1	1.0	
beet	14	13	13	12	0.27	1.1761	0.15	1.1461	1.0	1	1.0	
blends	14	13	11	10	0.27	1.1761	0.15	1.1461	1.0	1	1.0	
booed	18	13	18	13	0.35	1.2788	0.15	1.1461	1.0	1	1.0	
broil	15	13	14	12	0.29	1.2041	0.15	1.1461	1.0	1	1.0	
broiled	13	13	8	8	0.25	1.1461	0.15	1.1461	1.0	1	1.0	
Cleaves	47	13	1	1	0.92	1.6812	0.15	1.1461	1.0	1	1.0	
clubbed	13	13	13	13	0.25	1.1461	0.15	1.1461	1.0	1	1.0	
crip	14	13	7	7	0.27	1.1761	0.15	1.1461	1.0	1	1.0	
Croft	50	13	0	0	0.98	1.7076	0.15	1.1461	1.0	1	1.0	
crone	22	13	11	10	0.43	1.3617	0.15	1.1461	1.0	1	1.0	
dais	14	13	14	13	0.27	1.1761	0.15	1.1461	1.0	1	1.0	
Dex	80	13	0	0	1.57	1.9085	0.15	1.1461	1.0	1	1.0	
Dodd	53	13	0	0	1.04	1.7324	0.15	1.1461	1.0	1	1.0	
faiths	13	13	12	12	0.25	1.1461	0.15	1.1461	1.0	1	1.0	
fared	14	13	14	13	0.27	1.1761	0.15	1.1461	1.0	1	1.0	
fleets	18	13	17	12	0.35	1.2788	0.15	1.1461	1.0	1	1.0	
flings	13	13	13	13	0.25	1.1461	0.15	1.1461	1.0	1	1.0	
flog	15	13	12	11	0.29	1.2041	0.15	1.1461	1.0	1	1.0	
forked	14	13	13	12	0.27	1.1761	0.15	1.1461	1.0	1	1.0	
frocks	14	13	12	12	0.27	1.1761	0.15	1.1461	1.0	1	1.0	
gait	16	13	16	13	0.31	1.2304	0.15	1.1461	1.0	1	1.0	
gawk	16	13	16	13	0.31	1.2304	0.15	1.1461	1.0	1	1.0	
glimpsed	14	13	13	12	0.27	1.1761	0.15	1.1461	1.0	1	1.0	
glowed	15	13	15	13	0.29	1.2041	0.15	1.1461	1.0	1	1.0	
Goethe	18	13	0	0	0.35	1.2788	0.15	1.1461	1.0	1	1.0	
graphs	16	13	16	13	0.31	1.2304	0.15	1.1461	1.0	1	1.0	
grasped	20	13	20	13	0.39	1.3222	0.15	1.1461	1.0	1	1.0	
grins	13	13	13	13	0.25	1.1461	0.15	1.1461	1.0	1	1.0	
gulps	13	13	7	7	0.25	1.1461	0.15	1.1461	1.0	1	1.0	
heaped	13	13	11	11	0.25	1.1461	0.15	1.1461	1.0	1	1.0	
howled	13	13	12	12	0.25	1.1461	0.15	1.1461	1.0	1	1.0	
hunched	13	13	13	13	0.25	1.1461	0.15	1.1461	1.0	1	1.0	
Hurst	26	13	0	0	0.51	1.4314	0.15	1.1461	1.0	1	1.0	
ilk	14	13	14	13	0.27	1.1761	0.15	1.1461	1.0	1	1.0	
jinks	14	13	12	11	0.27	1.1761	0.15	1.1461	1.0	1	1.0	
kerb	18	13	18	13	0.35	1.2788	0.15	1.1461	1.0	1	1.0	
knell	14	13	14	13	0.27	1.1761	0.15	1.1461	1.0	1	1.0	
Lao	68	13	0	0	1.33	1.8388	0.15	1.1461	1.0	1	1.0	
lute	19	13	17	12	0.37	1.301	0.15	1.1461	1.0	1	1.0	
Merle	36	13	0	0	0.71	1.5682	0.15	1.1461	1.0	1	1.0	
Merv	26	13	0	0	0.51	1.4314	0.15	1.1461	1.0	1	1.0	
Mille	35	13	11	4	0.69	1.5563	0.15	1.1461	1.0	1	1.0	
mired	13	13	11	11	0.25	1.1461	0.15	1.1461	1.0	1	1.0	
moaned	14	13	14	13	0.27	1.1761	0.15	1.1461	1.0	1	1.0	
Mont	41	13	1	1	0.8	1.6232	0.15	1.1461	1.0	1	1.0	
mops	21	13	18	12	0.41	1.3424	0.15	1.1461	1.0	1	1.0	
mouthed	16	13	16	13	0.31	1.2304	0.15	1.1461	1.0	1	1.0	
nee	24	13	18	10	0.47	1.3979	0.15	1.1461	1.0	1	1.0	
Norse	78	13	0	0	1.53	1.8976	0.15	1.1461	1.0	1	1.0	
Og	32	13	1	1	0.63	1.5185	0.15	1.1461	1.0	1	1.0	
parte	15	13	15	13	0.29	1.2041	0.15	1.1461	1.0	1	1.0	
phrased	15	13	13	12	0.29	1.2041	0.15	1.1461	1.0	1	1.0	
Pos	16	13	6	4	0.31	1.2304	0.15	1.1461	1.0	1	1.0	
Pres	19	13	7	6	0.37	1.301	0.15	1.1461	1.0	1	1.0	
prob	13	13	13	13	0.25	1.1461	0.15	1.1461	1.0	1	1.0	
prompts	14	13	14	13	0.27	1.1761	0.15	1.1461	1.0	1	1.0	
psalms	18	13	11	8	0.35	1.2788	0.15	1.1461	1.0	1	1.0	
rafts	15	13	15	13	0.29	1.2041	0.15	1.1461	1.0	1	1.0	
ramps	21	13	17	13	0.41	1.3424	0.15	1.1461	1.0	1	1.0	
rhymed	15	13	15	13	0.29	1.2041	0.15	1.1461	1.0	1	1.0	
rowed	14	13	14	13	0.27	1.1761	0.15	1.1461	1.0	1	1.0	
Ruff	27	13	10	6	0.53	1.4472	0.15	1.1461	1.0	1	1.0	
schnook	17	13	17	13	0.33	1.2553	0.15	1.1461	1.0	1	1.0	
scythe	16	13	16	13	0.31	1.2304	0.15	1.1461	1.0	1	1.0	
shrub	14	13	14	13	0.27	1.1761	0.15	1.1461	1.0	1	1.0	
Sop	14	13	5	5	0.27	1.1761	0.15	1.1461	1.0	1	1.0	
Spats	39	13	17	10	0.76	1.6021	0.15	1.1461	1.0	1	1.0	
specks	14	13	12	12	0.27	1.1761	0.15	1.1461	1.0	1	1.0	
straights	26	13	24	12	0.51	1.4314	0.15	1.1461	1.0	1	1.0	
stroked	14	13	14	13	0.27	1.1761	0.15	1.1461	1.0	1	1.0	
surfed	21	13	21	13	0.41	1.3424	0.15	1.1461	1.0	1	1.0	
Tal	37	13	7	7	0.73	1.5798	0.15	1.1461	1.0	1	1.0	
teats	19	13	19	13	0.37	1.301	0.15	1.1461	1.0	1	1.0	
thar	20	13	12	6	0.39	1.3222	0.15	1.1461	1.0	1	1.0	
traipse	14	13	14	13	0.27	1.1761	0.15	1.1461	1.0	1	1.0	
truss	17	13	16	12	0.33	1.2553	0.15	1.1461	1.0	1	1.0	
veered	17	13	15	11	0.33	1.2553	0.15	1.1461	1.0	1	1.0	
wane	13	13	13	13	0.25	1.1461	0.15	1.1461	1.0	1	1.0	
Ware	112	13	14	8	2.2	2.0531	0.15	1.1461	1.0	1	1.0	
wooed	16	13	16	13	0.31	1.2304	0.15	1.1461	1.0	1	1.0	
Woolf	32	13	0	0	0.63	1.5185	0.15	1.1461	1.0	1	1.0	
Xi	112	13	3	2	2.2	2.0531	0.15	1.1461	1.0	1	1.0	
Yom	19	13	0	0	0.37	1.301	0.15	1.1461	1.0	1	1.0	
barbs	12	12	12	12	0.24	1.1139	0.14	1.1139	1.0	1	1.0	
bawled	12	12	12	12	0.24	1.1139	0.14	1.1139	1.0	1	1.0	
Berk	23	12	7	7	0.45	1.3802	0.14	1.1139	1.0	1	1.0	
blobs	15	12	15	12	0.29	1.2041	0.14	1.1139	1.0	1	1.0	
bom	74	12	53	10	1.45	1.8751	0.14	1.1139	1.0	1	1.0	
Brill	51	12	2	2	1.0	1.716	0.14	1.1139	1.0	1	1.0	
brine	16	12	15	11	0.31	1.2304	0.14	1.1139	1.0	1	1.0	
bucked	16	12	16	12	0.31	1.2304	0.14	1.1139	1.0	1	1.0	
cann	31	12	30	11	0.61	1.5051	0.14	1.1139	1.0	1	1.0	
chafe	13	12	11	11	0.25	1.1461	0.14	1.1139	1.0	1	1.0	
chit	14	12	12	10	0.27	1.1761	0.14	1.1139	1.0	1	1.0	
chomp	13	12	13	12	0.25	1.1461	0.14	1.1139	1.0	1	1.0	
Chou	55	12	0	0	1.08	1.7482	0.14	1.1139	1.0	1	1.0	
clank	16	12	11	10	0.31	1.2304	0.14	1.1139	1.0	1	1.0	
clued	12	12	12	12	0.24	1.1139	0.14	1.1139	1.0	1	1.0	
coiled	12	12	12	12	0.24	1.1139	0.14	1.1139	1.0	1	1.0	
conch	20	12	18	10	0.39	1.3222	0.14	1.1139	1.0	1	1.0	
cropped	13	12	13	12	0.25	1.1461	0.14	1.1139	1.0	1	1.0	
crouched	12	12	11	11	0.24	1.1139	0.14	1.1139	1.0	1	1.0	
crux	15	12	14	11	0.29	1.2041	0.14	1.1139	1.0	1	1.0	
Damme	23	12	0	0	0.45	1.3802	0.14	1.1139	1.0	1	1.0	
Dev	41	12	4	3	0.8	1.6232	0.14	1.1139	1.0	1	1.0	
diss	22	12	16	11	0.43	1.3617	0.14	1.1139	1.0	1	1.0	
Duc	20	12	2	2	0.39	1.3222	0.14	1.1139	1.0	1	1.0	
fey	25	12	13	7	0.49	1.415	0.14	1.1139	1.0	1	1.0	
foal	14	12	14	12	0.27	1.1761	0.14	1.1139	1.0	1	1.0	
frisked	16	12	16	12	0.31	1.2304	0.14	1.1139	1.0	1	1.0	
Goop	35	12	13	11	0.69	1.5563	0.14	1.1139	1.0	1	1.0	
gored	17	12	17	12	0.33	1.2553	0.14	1.1139	1.0	1	1.0	
gouged	15	12	13	11	0.29	1.2041	0.14	1.1139	1.0	1	1.0	
grates	14	12	10	10	0.27	1.1761	0.14	1.1139	1.0	1	1.0	
gripes	13	12	12	11	0.25	1.1461	0.14	1.1139	1.0	1	1.0	
groaned	12	12	12	12	0.24	1.1139	0.14	1.1139	1.0	1	1.0	
harps	12	12	12	12	0.24	1.1139	0.14	1.1139	1.0	1	1.0	
haves	15	12	15	12	0.29	1.2041	0.14	1.1139	1.0	1	1.0	
imp	14	12	13	11	0.27	1.1761	0.14	1.1139	1.0	1	1.0	
joules	14	12	14	12	0.27	1.1761	0.14	1.1139	1.0	1	1.0	
kale	28	12	14	8	0.55	1.4624	0.14	1.1139	1.0	1	1.0	
kitsch	18	12	16	11	0.35	1.2788	0.14	1.1139	1.0	1	1.0	
larks	14	12	12	10	0.27	1.1761	0.14	1.1139	1.0	1	1.0	
Lats	47	12	3	2	0.92	1.6812	0.14	1.1139	1.0	1	1.0	
lob	14	12	10	9	0.27	1.1761	0.14	1.1139	1.0	1	1.0	
loin	18	12	16	10	0.35	1.2788	0.14	1.1139	1.0	1	1.0	
lopped	12	12	11	11	0.24	1.1139	0.14	1.1139	1.0	1	1.0	
lugs	13	12	13	12	0.25	1.1461	0.14	1.1139	1.0	1	1.0	
lymph	14	12	14	12	0.27	1.1761	0.14	1.1139	1.0	1	1.0	
masse	13	12	12	11	0.25	1.1461	0.14	1.1139	1.0	1	1.0	
Moll	20	12	9	8	0.39	1.3222	0.14	1.1139	1.0	1	1.0	
mums	15	12	12	11	0.29	1.2041	0.14	1.1139	1.0	1	1.0	
nave	21	12	21	12	0.41	1.3424	0.14	1.1139	1.0	1	1.0	
nom	17	12	15	10	0.33	1.2553	0.14	1.1139	1.0	1	1.0	
paused	13	12	13	12	0.25	1.1461	0.14	1.1139	1.0	1	1.0	
Pied	19	12	5	5	0.37	1.301	0.14	1.1139	1.0	1	1.0	
piped	13	12	13	12	0.25	1.1461	0.14	1.1139	1.0	1	1.0	
pique	13	12	12	11	0.25	1.1461	0.14	1.1139	1.0	1	1.0	
planks	13	12	12	11	0.25	1.1461	0.14	1.1139	1.0	1	1.0	
pleats	13	12	12	12	0.25	1.1461	0.14	1.1139	1.0	1	1.0	
plopped	12	12	11	11	0.24	1.1139	0.14	1.1139	1.0	1	1.0	
Pom	42	12	17	8	0.82	1.6335	0.14	1.1139	1.0	1	1.0	
ponds	21	12	21	12	0.41	1.3424	0.14	1.1139	1.0	1	1.0	
preys	13	12	12	12	0.25	1.1461	0.14	1.1139	1.0	1	1.0	
purrs	12	12	6	6	0.24	1.1139	0.14	1.1139	1.0	1	1.0	
Quark	49	12	12	7	0.96	1.699	0.14	1.1139	1.0	1	1.0	
rapped	13	12	13	12	0.25	1.1461	0.14	1.1139	1.0	1	1.0	
rea	17	12	15	10	0.33	1.2553	0.14	1.1139	1.0	1	1.0	
runes	20	12	17	10	0.39	1.3222	0.14	1.1139	1.0	1	1.0	
Sai	22	12	4	3	0.43	1.3617	0.14	1.1139	1.0	1	1.0	
schmaltz	14	12	8	7	0.27	1.1761	0.14	1.1139	1.0	1	1.0	
scorns	12	12	12	12	0.24	1.1139	0.14	1.1139	1.0	1	1.0	
scow	17	12	16	11	0.33	1.2553	0.14	1.1139	1.0	1	1.0	
shoals	12	12	9	9	0.24	1.1139	0.14	1.1139	1.0	1	1.0	
Shoppe	16	12	4	4	0.31	1.2304	0.14	1.1139	1.0	1	1.0	
shuck	13	12	12	11	0.25	1.1461	0.14	1.1139	1.0	1	1.0	
singe	13	12	9	9	0.25	1.1461	0.14	1.1139	1.0	1	1.0	
sketched	12	12	12	12	0.24	1.1139	0.14	1.1139	1.0	1	1.0	
skied	14	12	13	12	0.27	1.1761	0.14	1.1139	1.0	1	1.0	
skimp	13	12	13	12	0.25	1.1461	0.14	1.1139	1.0	1	1.0	
slurred	14	12	12	10	0.27	1.1761	0.14	1.1139	1.0	1	1.0	
sot	13	12	13	12	0.25	1.1461	0.14	1.1139	1.0	1	1.0	
sous	23	12	21	12	0.45	1.3802	0.14	1.1139	1.0	1	1.0	
spake	13	12	11	10	0.25	1.1461	0.14	1.1139	1.0	1	1.0	
spiced	14	12	13	12	0.27	1.1761	0.14	1.1139	1.0	1	1.0	
splints	14	12	14	12	0.27	1.1761	0.14	1.1139	1.0	1	1.0	
spoof	12	12	9	9	0.24	1.1139	0.14	1.1139	1.0	1	1.0	
sprawled	12	12	12	12	0.24	1.1139	0.14	1.1139	1.0	1	1.0	
sta	19	12	15	10	0.37	1.301	0.14	1.1139	1.0	1	1.0	
stoves	12	12	12	12	0.24	1.1139	0.14	1.1139	1.0	1	1.0	
strum	12	12	11	11	0.24	1.1139	0.14	1.1139	1.0	1	1.0	
Taos	16	12	0	0	0.31	1.2304	0.14	1.1139	1.0	1	1.0	
tho	26	12	17	6	0.51	1.4314	0.14	1.1139	1.0	1	1.0	
thrusts	12	12	12	12	0.24	1.1139	0.14	1.1139	1.0	1	1.0	
Tums	16	12	0	0	0.31	1.2304	0.14	1.1139	1.0	1	1.0	
wags	13	12	11	11	0.25	1.1461	0.14	1.1139	1.0	1	1.0	
wields	12	12	12	12	0.24	1.1139	0.14	1.1139	1.0	1	1.0	
Wile	21	12	3	3	0.41	1.3424	0.14	1.1139	1.0	1	1.0	
yore	13	12	12	11	0.25	1.1461	0.14	1.1139	1.0	1	1.0	
zig	21	12	11	8	0.41	1.3424	0.14	1.1139	1.0	1	1.0	
zips	17	12	12	11	0.33	1.2553	0.14	1.1139	1.0	1	1.0	
axed	15	11	14	10	0.29	1.2041	0.13	1.0792	1.0	1	1.0	
bails	11	11	10	10	0.22	1.0792	0.13	1.0792	1.0	1	1.0	
bathes	12	11	12	11	0.24	1.1139	0.13	1.0792	1.0	1	1.0	
bays	11	11	10	10	0.22	1.0792	0.13	1.0792	1.0	1	1.0	
bibs	13	11	13	11	0.25	1.1461	0.13	1.0792	1.0	1	1.0	
bonk	17	11	9	8	0.33	1.2553	0.13	1.0792	1.0	1	1.0	
bough	15	11	8	8	0.29	1.2041	0.13	1.0792	1.0	1	1.0	
braved	13	11	12	11	0.25	1.1461	0.13	1.0792	1.0	1	1.0	
brows	12	11	12	11	0.24	1.1139	0.13	1.0792	1.0	1	1.0	
Carne	25	11	10	7	0.49	1.415	0.13	1.0792	1.0	1	1.0	
caulk	13	11	13	11	0.25	1.1461	0.13	1.0792	1.0	1	1.0	
chaff	11	11	10	10	0.22	1.0792	0.13	1.0792	1.0	1	1.0	
cleat	22	11	15	11	0.43	1.3617	0.13	1.0792	1.0	1	1.0	
Cline	17	11	2	1	0.33	1.2553	0.13	1.0792	1.0	1	1.0	
corks	11	11	11	11	0.22	1.0792	0.13	1.0792	1.0	1	1.0	
cranks	11	11	11	11	0.22	1.0792	0.13	1.0792	1.0	1	1.0	
Cray	33	11	2	1	0.65	1.5315	0.13	1.0792	1.0	1	1.0	
croup	14	11	13	10	0.27	1.1761	0.13	1.0792	1.0	1	1.0	
Dec	15	11	4	3	0.29	1.2041	0.13	1.0792	1.0	1	1.0	
dike	21	11	21	11	0.41	1.3424	0.13	1.0792	1.0	1	1.0	
dimmed	13	11	13	11	0.25	1.1461	0.13	1.0792	1.0	1	1.0	
Dowd	125	11	0	0	2.45	2.1004	0.13	1.0792	1.0	1	1.0	
Drang	11	11	3	3	0.22	1.0792	0.13	1.0792	1.0	1	1.0	
dreads	11	11	11	11	0.22	1.0792	0.13	1.0792	1.0	1	1.0	
drench	11	11	8	8	0.22	1.0792	0.13	1.0792	1.0	1	1.0	
earls	12	11	9	8	0.24	1.1139	0.13	1.0792	1.0	1	1.0	
egged	11	11	11	11	0.22	1.0792	0.13	1.0792	1.0	1	1.0	
feasts	11	11	11	11	0.22	1.0792	0.13	1.0792	1.0	1	1.0	
ferns	14	11	9	8	0.27	1.1761	0.13	1.0792	1.0	1	1.0	
Flan	86	11	39	10	1.69	1.9395	0.13	1.0792	1.0	1	1.0	
flexed	13	11	12	10	0.25	1.1461	0.13	1.0792	1.0	1	1.0	
fob	14	11	11	10	0.27	1.1761	0.13	1.0792	1.0	1	1.0	
fugue	27	11	25	10	0.53	1.4472	0.13	1.0792	1.0	1	1.0	
gasped	12	11	12	11	0.24	1.1139	0.13	1.0792	1.0	1	1.0	
gnats	14	11	11	10	0.27	1.1761	0.13	1.0792	1.0	1	1.0	
gobs	11	11	10	10	0.22	1.0792	0.13	1.0792	1.0	1	1.0	
grafts	17	11	15	10	0.33	1.2553	0.13	1.0792	1.0	1	1.0	
grinned	12	11	11	10	0.24	1.1139	0.13	1.0792	1.0	1	1.0	
grump	17	11	15	9	0.33	1.2553	0.13	1.0792	1.0	1	1.0	
