Word	FREQcount	CDcount	FREQlow	Cdlow	SUBTLWF	Lg10WF	SUBTLCD	Lg10CD	syllable_count	stress_pattern
stewardesses	35	30	28	25	0.69	1.5563	0.36	1.4914	4.0	1000
systematic	30	30	29	29	0.59	1.4914	0.36	1.4914	4.0	2010
unbreakable	35	30	24	22	0.69	1.5563	0.36	1.4914	4.0	0100
undergarments	36	30	32	28	0.71	1.5682	0.36	1.4914	4.0	1020
unhappily	32	30	21	20	0.63	1.5185	0.36	1.4914	4.0	0100
urinating	35	30	31	26	0.69	1.5563	0.36	1.4914	4.0	1020
vitality	34	30	33	29	0.67	1.5441	0.36	1.4914	4.0	0100
voluptuous	38	30	34	29	0.75	1.5911	0.36	1.4914	4.0	0100
affordable	33	29	33	29	0.65	1.5315	0.35	1.4771	4.0	0100
alabaster	34	29	33	28	0.67	1.5441	0.35	1.4771	4.0	1020
apparition	39	29	35	27	0.76	1.6021	0.35	1.4771	4.0	2010
appetizing	32	29	27	25	0.63	1.5185	0.35	1.4771	4.0	1020
astronomer	36	29	36	29	0.71	1.5682	0.35	1.4771	4.0	0100
atrocity	32	29	29	27	0.63	1.5185	0.35	1.4771	4.0	0100
calculation	32	29	30	27	0.63	1.5185	0.35	1.4771	4.0	2010
counterattack	40	29	39	28	0.78	1.6128	0.35	1.4771	4.0	1002
deviation	37	29	34	28	0.73	1.5798	0.35	1.4771	4.0	2010
disapproval	31	29	30	28	0.61	1.5051	0.35	1.4771	4.0	0010
dishonesty	29	29	28	28	0.57	1.4771	0.35	1.4771	4.0	0100
disillusioned	29	29	26	26	0.57	1.4771	0.35	1.4771	4.0	2010
disqualify	33	29	31	27	0.65	1.5315	0.35	1.4771	4.0	0102
embodiment	29	29	29	29	0.57	1.4771	0.35	1.4771	4.0	0100
enthusiast	29	29	28	28	0.57	1.4771	0.35	1.4771	4.0	0102
fabricated	35	29	33	28	0.69	1.5563	0.35	1.4771	4.0	1020
gladiator	40	29	32	23	0.78	1.6128	0.35	1.4771	4.0	1020
idealism	32	29	30	28	0.63	1.5185	0.35	1.4771	4.0	0100
implementing	29	29	27	27	0.57	1.4771	0.35	1.4771	4.0	1020
improvising	33	29	29	26	0.65	1.5315	0.35	1.4771	4.0	1020
inconvenienced	31	29	31	29	0.61	1.5051	0.35	1.4771	4.0	2010
influencing	29	29	28	28	0.57	1.4771	0.35	1.4771	4.0	1200
introduces	31	29	31	29	0.61	1.5051	0.35	1.4771	4.0	2010
manageable	32	29	31	29	0.63	1.5185	0.35	1.4771	4.0	1000
medicinal	31	29	28	26	0.61	1.5051	0.35	1.4771	4.0	0100
obscenity	53	29	45	28	1.04	1.7324	0.35	1.4771	4.0	0100
pedestrians	30	29	27	26	0.59	1.4914	0.35	1.4771	4.0	0100
relocation	39	29	31	25	0.76	1.6021	0.35	1.4771	4.0	0110
remodeling	32	29	30	27	0.63	1.5185	0.35	1.4771	4.0	0100
renovating	30	29	28	28	0.59	1.4914	0.35	1.4771	4.0	1020
reopening	34	29	32	28	0.67	1.5441	0.35	1.4771	4.0	0100
respirator	37	29	35	29	0.73	1.5798	0.35	1.4771	4.0	1020
rhinoceros	38	29	33	27	0.75	1.5911	0.35	1.4771	4.0	0100
signifying	29	29	26	26	0.57	1.4771	0.35	1.4771	4.0	1020
sobriety	33	29	29	26	0.65	1.5315	0.35	1.4771	4.0	0100
subordinates	29	29	29	29	0.57	1.4771	0.35	1.4771	4.0	0102
substantially	32	29	31	28	0.63	1.5185	0.35	1.4771	4.0	0100
supermarkets	34	29	30	27	0.67	1.5441	0.35	1.4771	4.0	1020
uncivilized	35	29	33	28	0.69	1.5563	0.35	1.4771	4.0	0100
unparalleled	29	29	29	29	0.57	1.4771	0.35	1.4771	4.0	0102
unpleasantness	29	29	27	27	0.57	1.4771	0.35	1.4771	4.0	0100
unsupervised	31	29	31	29	0.61	1.5051	0.35	1.4771	4.0	0102
varieties	33	29	31	28	0.65	1.5315	0.35	1.4771	4.0	0100
acupuncture	37	28	32	25	0.73	1.5798	0.33	1.4624	4.0	1020
admissible	37	28	37	28	0.73	1.5798	0.33	1.4624	4.0	0100
adolescents	29	28	26	25	0.57	1.4771	0.33	1.4624	4.0	2010
alteration	36	28	34	28	0.71	1.5682	0.33	1.4624	4.0	2010
Bavarian	45	28	0	0	0.88	1.6628	0.33	1.4624	4.0	0100
bilateral	30	28	24	23	0.59	1.4914	0.33	1.4624	4.0	0100
bisexual	54	28	51	27	1.06	1.7404	0.33	1.4624	4.0	2100
Coliseum	44	28	13	10	0.86	1.6532	0.33	1.4624	4.0	2010
conceivably	29	28	27	26	0.57	1.4771	0.33	1.4624	4.0	0100
congenital	28	28	26	26	0.55	1.4624	0.33	1.4624	4.0	0100
decomposing	30	28	28	26	0.59	1.4914	0.33	1.4624	4.0	2010
Deliverance	30	28	13	13	0.59	1.4914	0.33	1.4624	4.0	0100
deportation	40	28	38	27	0.78	1.6128	0.33	1.4624	4.0	2010
distinguishing	28	28	24	24	0.55	1.4624	0.33	1.4624	4.0	0100
divinity	43	28	37	23	0.84	1.6435	0.33	1.4624	4.0	0100
dominating	30	28	28	27	0.59	1.4914	0.33	1.4624	4.0	1020
embolism	33	28	28	25	0.65	1.5315	0.33	1.4624	4.0	1020
escalating	31	28	30	27	0.61	1.5051	0.33	1.4624	4.0	1020
executor	32	28	31	28	0.63	1.5185	0.33	1.4624	4.0	0100
expectancy	32	28	31	27	0.63	1.5185	0.33	1.4624	4.0	0100
hierarchy	32	28	30	27	0.63	1.5185	0.33	1.4624	4.0	1020
implicitly	28	28	25	25	0.55	1.4624	0.33	1.4624	4.0	0100
impregnable	29	28	28	28	0.57	1.4771	0.33	1.4624	4.0	0100
improperly	30	28	28	28	0.59	1.4914	0.33	1.4624	4.0	0100
inhalation	33	28	31	26	0.65	1.5315	0.33	1.4624	4.0	0010
interactive	28	28	26	26	0.55	1.4624	0.33	1.4624	4.0	2010
mausoleum	43	28	40	27	0.84	1.6435	0.33	1.4624	4.0	2010
missionaries	44	28	40	24	0.86	1.6532	0.33	1.4624	4.0	1020
monogamy	46	28	42	27	0.9	1.6721	0.33	1.4624	4.0	0100
multiplying	30	28	27	25	0.59	1.4914	0.33	1.4624	4.0	1020
newspapermen	34	28	33	27	0.67	1.5441	0.33	1.4624	4.0	1200
oncologist	44	28	42	28	0.86	1.6532	0.33	1.4624	4.0	0100
overseeing	29	28	28	28	0.57	1.4771	0.33	1.4624	4.0	1020
predatory	32	28	29	26	0.63	1.5185	0.33	1.4624	4.0	1020
premonitions	41	28	37	25	0.8	1.6232	0.33	1.4624	4.0	0010
refinery	49	28	45	26	0.96	1.699	0.33	1.4624	4.0	0100
repetition	35	28	32	26	0.69	1.5563	0.33	1.4624	4.0	2010
socializing	28	28	25	25	0.55	1.4624	0.33	1.4624	4.0	1020
solicitor	45	28	43	27	0.88	1.6628	0.33	1.4624	4.0	0100
stabilizing	30	28	30	28	0.59	1.4914	0.33	1.4624	4.0	1020
subatomic	46	28	45	28	0.9	1.6721	0.33	1.4624	4.0	2010
subordinate	31	28	31	28	0.61	1.5051	0.33	1.4624	4.0	0102
symmetrical	30	28	27	25	0.59	1.4914	0.33	1.4624	4.0	0100
undignified	30	28	29	27	0.59	1.4914	0.33	1.4624	4.0	0102
videotaped	29	28	29	28	0.57	1.4771	0.33	1.4624	4.0	1001
accumulate	29	27	28	27	0.57	1.4771	0.32	1.4472	4.0	0102
affinity	29	27	29	27	0.57	1.4771	0.32	1.4472	4.0	0100
anxieties	27	27	27	27	0.53	1.4472	0.32	1.4472	4.0	0100
apprehensive	28	27	27	27	0.55	1.4624	0.32	1.4472	4.0	2010
aspiration	29	27	26	24	0.57	1.4771	0.32	1.4472	4.0	2010
authorizing	29	27	28	26	0.57	1.4771	0.32	1.4472	4.0	1020
collaborate	31	27	30	26	0.61	1.5051	0.32	1.4472	4.0	0102
compulsory	37	27	27	21	0.73	1.5798	0.32	1.4472	4.0	0100
correlation	29	27	28	27	0.57	1.4771	0.32	1.4472	4.0	2010
corresponding	29	27	29	27	0.57	1.4771	0.32	1.4472	4.0	2010
crucifixion	38	27	30	20	0.75	1.5911	0.32	1.4472	4.0	2010
degenerates	27	27	25	25	0.53	1.4472	0.32	1.4472	4.0	0100
dignitaries	27	27	27	27	0.53	1.4472	0.32	1.4472	4.0	1020
dimensional	55	27	44	25	1.08	1.7482	0.32	1.4472	4.0	0100
disconcerting	27	27	27	27	0.53	1.4472	0.32	1.4472	4.0	2010
distributing	30	27	28	26	0.59	1.4914	0.32	1.4472	4.0	0100
environments	32	27	32	27	0.63	1.5185	0.32	1.4472	4.0	0100
exhibiting	27	27	27	27	0.53	1.4472	0.32	1.4472	4.0	0100
existential	37	27	36	27	0.73	1.5798	0.32	1.4472	4.0	2010
formaldehyde	34	27	24	21	0.67	1.5441	0.32	1.4472	4.0	0102
fraternizing	29	27	21	19	0.57	1.4771	0.32	1.4472	4.0	1020
hideously	30	27	25	23	0.59	1.4914	0.32	1.4472	4.0	1000
impervious	31	27	27	24	0.61	1.5051	0.32	1.4472	4.0	0100
impregnated	31	27	31	27	0.61	1.5051	0.32	1.4472	4.0	0120
inconspicuous	33	27	30	26	0.65	1.5315	0.32	1.4472	4.0	0100
indicative	28	27	25	24	0.55	1.4624	0.32	1.4472	4.0	0100
inhibitor	67	27	67	27	1.31	1.8325	0.32	1.4472	4.0	0100
intravenous	32	27	31	27	0.63	1.5185	0.32	1.4472	4.0	2010
meditating	34	27	33	27	0.67	1.5441	0.32	1.4472	4.0	1020
memorizing	32	27	28	24	0.63	1.5185	0.32	1.4472	4.0	1020
meteorite	41	27	35	26	0.8	1.6232	0.32	1.4472	4.0	1002
Ontario	41	27	1	1	0.8	1.6232	0.32	1.4472	4.0	0100
overzealous	29	27	26	25	0.57	1.4771	0.32	1.4472	4.0	2010
photographing	30	27	27	24	0.59	1.4914	0.32	1.4472	4.0	1020
psychologists	35	27	31	25	0.69	1.5563	0.32	1.4472	4.0	0100
relentlessly	27	27	25	25	0.53	1.4472	0.32	1.4472	4.0	0100
storyteller	27	27	27	27	0.53	1.4472	0.32	1.4472	4.0	1020
tarantula	46	27	42	23	0.9	1.6721	0.32	1.4472	4.0	0100
terminally	28	27	25	25	0.55	1.4624	0.32	1.4472	4.0	1000
underrated	29	27	29	27	0.57	1.4771	0.32	1.4472	4.0	0010
undertaken	30	27	30	27	0.59	1.4914	0.32	1.4472	4.0	1020
validity	30	27	30	27	0.59	1.4914	0.32	1.4472	4.0	0100
aberration	28	26	28	26	0.55	1.4624	0.31	1.4314	4.0	2010
acknowledgment	26	26	26	26	0.51	1.4314	0.31	1.4314	4.0	0100
adequately	27	26	26	25	0.53	1.4472	0.31	1.4314	4.0	1000
adversaries	31	26	30	25	0.61	1.5051	0.31	1.4314	4.0	1020
anemia	35	26	32	25	0.69	1.5563	0.31	1.4314	4.0	0100
Annapolis	42	26	0	0	0.82	1.6335	0.31	1.4314	4.0	0100
antiquated	28	26	26	25	0.55	1.4624	0.31	1.4314	4.0	1020
bicarbonate	37	26	35	25	0.73	1.5798	0.31	1.4314	4.0	0100
Catalina	48	26	1	1	0.94	1.6902	0.31	1.4314	4.0	2010
circulated	26	26	26	26	0.51	1.4314	0.31	1.4314	4.0	1020
civility	28	26	26	24	0.55	1.4624	0.31	1.4314	4.0	0100
collectively	33	26	31	24	0.65	1.5315	0.31	1.4314	4.0	0100
complimenting	27	26	25	24	0.53	1.4472	0.31	1.4314	4.0	1020
consortium	35	26	29	22	0.69	1.5563	0.31	1.4314	4.0	0100
countermeasures	43	26	34	23	0.84	1.6435	0.31	1.4314	4.0	1020
delirium	36	26	31	25	0.71	1.5682	0.31	1.4314	4.0	0100
elemental	34	26	27	23	0.67	1.5441	0.31	1.4314	4.0	2010
esophagus	36	26	36	26	0.71	1.5682	0.31	1.4314	4.0	0100
fanatical	27	26	24	23	0.53	1.4472	0.31	1.4314	4.0	0100
guaranteeing	26	26	25	25	0.51	1.4314	0.31	1.4314	4.0	2010
habitual	26	26	23	23	0.51	1.4314	0.31	1.4314	4.0	0100
idiocy	29	26	26	23	0.57	1.4771	0.31	1.4314	4.0	1000
impediment	30	26	30	26	0.59	1.4914	0.31	1.4314	4.0	0100
incidental	28	26	27	25	0.55	1.4624	0.31	1.4314	4.0	2010
ineffective	30	26	30	26	0.59	1.4914	0.31	1.4314	4.0	0010
infestation	35	26	35	26	0.69	1.5563	0.31	1.4314	4.0	0110
nationally	27	26	24	23	0.53	1.4472	0.31	1.4314	4.0	1000
obscurity	27	26	27	26	0.53	1.4472	0.31	1.4314	4.0	0100
organisms	37	26	36	25	0.73	1.5798	0.31	1.4314	4.0	1020
overcoming	27	26	26	25	0.53	1.4472	0.31	1.4314	4.0	1020
overpower	30	26	29	26	0.59	1.4914	0.31	1.4314	4.0	2010
paralegal	50	26	49	25	0.98	1.7076	0.31	1.4314	4.0	2010
pessimistic	30	26	28	25	0.59	1.4914	0.31	1.4314	4.0	2010
photogenic	30	26	29	25	0.59	1.4914	0.31	1.4314	4.0	2010
primordial	29	26	28	26	0.57	1.4771	0.31	1.4314	4.0	0100
religiously	26	26	26	26	0.51	1.4314	0.31	1.4314	4.0	0100
repetitive	29	26	27	25	0.57	1.4771	0.31	1.4314	4.0	0100
reputations	33	26	33	26	0.65	1.5315	0.31	1.4314	4.0	2010
superpower	32	26	32	26	0.63	1.5185	0.31	1.4314	4.0	2010
unforgiving	26	26	26	26	0.51	1.4314	0.31	1.4314	4.0	0010
acquisitions	33	25	21	19	0.65	1.5315	0.3	1.415	4.0	2010
adoration	30	25	27	22	0.59	1.4914	0.3	1.415	4.0	2010
affirmation	27	25	27	25	0.53	1.4472	0.3	1.415	4.0	2010
anorexic	29	25	26	23	0.57	1.4771	0.3	1.415	4.0	2010
antagonize	27	25	27	25	0.53	1.4472	0.3	1.415	4.0	0102
auditory	27	25	24	22	0.53	1.4472	0.3	1.415	4.0	1020
automotive	33	25	26	19	0.65	1.5315	0.3	1.415	4.0	2010
barracuda	35	25	22	19	0.69	1.5563	0.3	1.415	4.0	2010
barricaded	25	25	20	20	0.49	1.415	0.3	1.415	4.0	1020
bureaucracy	26	25	24	23	0.51	1.4314	0.3	1.415	4.0	0100
businesswoman	25	25	22	22	0.49	1.415	0.3	1.415	4.0	1020
celebrations	28	25	26	23	0.55	1.4624	0.3	1.415	4.0	2010
cinematic	26	25	26	25	0.51	1.4314	0.3	1.415	4.0	2010
consecrated	30	25	29	24	0.59	1.4914	0.3	1.415	4.0	1020
constituents	26	25	26	25	0.51	1.4314	0.3	1.415	4.0	0100
culturally	31	25	26	22	0.61	1.5051	0.3	1.415	4.0	1000
delightfully	28	25	22	21	0.55	1.4624	0.3	1.415	4.0	0100
dictatorship	47	25	44	24	0.92	1.6812	0.3	1.415	4.0	0102
disintegrate	26	25	25	24	0.51	1.4314	0.3	1.415	4.0	0102
electrocute	29	25	27	23	0.57	1.4771	0.3	1.415	4.0	0102
enterprising	26	25	26	25	0.51	1.4314	0.3	1.415	4.0	1020
euphoria	25	25	23	23	0.49	1.415	0.3	1.415	4.0	0100
exclamation	28	25	21	19	0.55	1.4624	0.3	1.415	4.0	2010
geriatric	27	25	26	24	0.53	1.4472	0.3	1.415	4.0	2010
Gladiators	50	25	20	16	0.98	1.7076	0.3	1.415	4.0	1020
governmental	28	25	26	23	0.55	1.4624	0.3	1.415	4.0	1020
illogical	29	25	29	25	0.57	1.4771	0.3	1.415	4.0	0100
incoherent	27	25	26	24	0.53	1.4472	0.3	1.415	4.0	0010
indirectly	26	25	21	20	0.51	1.4314	0.3	1.415	4.0	0010
longevity	28	25	18	16	0.55	1.4624	0.3	1.415	4.0	0100
mechanisms	28	25	26	23	0.55	1.4624	0.3	1.415	4.0	1020
orthopedic	26	25	22	22	0.51	1.4314	0.3	1.415	4.0	2010
perspiration	27	25	23	22	0.53	1.4472	0.3	1.415	4.0	2010
premarital	33	25	31	24	0.65	1.5315	0.3	1.415	4.0	0100
procedural	27	25	26	24	0.53	1.4472	0.3	1.415	4.0	0100
provisional	37	25	24	21	0.73	1.5798	0.3	1.415	4.0	0100
reassurance	30	25	30	25	0.59	1.4914	0.3	1.415	4.0	2010
sacrificial	29	25	25	23	0.57	1.4771	0.3	1.415	4.0	2010
simulator	40	25	37	24	0.78	1.6128	0.3	1.415	4.0	1020
socialism	29	25	21	20	0.57	1.4771	0.3	1.415	4.0	1020
specializing	25	25	25	25	0.49	1.415	0.3	1.415	4.0	1020
stenographer	41	25	39	24	0.8	1.6232	0.3	1.415	4.0	0100
togetherness	29	25	24	20	0.57	1.4771	0.3	1.415	4.0	0100
undiscovered	31	25	27	22	0.61	1.5051	0.3	1.415	4.0	2010
unqualified	27	25	27	25	0.53	1.4472	0.3	1.415	4.0	0102
unsatisfied	28	25	27	24	0.55	1.4624	0.3	1.415	4.0	0102
unscrupulous	29	25	28	25	0.57	1.4771	0.3	1.415	4.0	0100
vegetation	41	25	38	22	0.8	1.6232	0.3	1.415	4.0	2010
workaholic	28	25	27	24	0.55	1.4624	0.3	1.415	4.0	1010
accomplishing	26	24	26	24	0.51	1.4314	0.29	1.3979	4.0	0100
amiable	30	24	28	24	0.59	1.4914	0.29	1.3979	4.0	1000
annually	25	24	25	24	0.49	1.415	0.29	1.3979	4.0	1000
carnivorous	26	24	26	24	0.51	1.4314	0.29	1.3979	4.0	0100
commissary	29	24	28	23	0.57	1.4771	0.29	1.3979	4.0	1020
conspiracies	25	24	24	23	0.49	1.415	0.29	1.3979	4.0	0100
consummated	32	24	30	23	0.63	1.5185	0.29	1.3979	4.0	1020
demonstrators	30	24	26	21	0.59	1.4914	0.29	1.3979	4.0	1020
detonators	42	24	40	22	0.82	1.6335	0.29	1.3979	4.0	1020
diminishing	24	24	24	24	0.47	1.3979	0.29	1.3979	4.0	0100
diphtheria	29	24	26	21	0.57	1.4771	0.29	1.3979	4.0	0100
electrified	32	24	31	23	0.63	1.5185	0.29	1.3979	4.0	0102
estimation	25	24	25	24	0.49	1.415	0.29	1.3979	4.0	2010
excessively	28	24	28	24	0.55	1.4624	0.29	1.3979	4.0	0100
extravagance	27	24	27	24	0.53	1.4472	0.29	1.3979	4.0	0100
frantically	24	24	23	23	0.47	1.3979	0.29	1.3979	4.0	1000
futility	25	24	24	23	0.49	1.415	0.29	1.3979	4.0	0100
inflammation	33	24	29	22	0.65	1.5315	0.29	1.3979	4.0	2010
inherently	25	24	25	24	0.49	1.415	0.29	1.3979	4.0	0100
installations	28	24	28	24	0.55	1.4624	0.29	1.3979	4.0	2010
intermittent	28	24	25	21	0.55	1.4624	0.29	1.3979	4.0	2010
literacy	25	24	17	16	0.49	1.415	0.29	1.3979	4.0	1000
methodical	26	24	22	21	0.51	1.4314	0.29	1.3979	4.0	0100
occipital	36	24	32	22	0.71	1.5682	0.29	1.3979	4.0	0100
Orientals	27	24	4	3	0.53	1.4472	0.29	1.3979	4.0	2010
oriented	27	24	24	22	0.53	1.4472	0.29	1.3979	4.0	1020
paraplegic	24	24	23	23	0.47	1.3979	0.29	1.3979	4.0	2010
participant	30	24	29	23	0.59	1.4914	0.29	1.3979	4.0	0100
Pediatrics	27	24	10	10	0.53	1.4472	0.29	1.3979	4.0	2010
Piccadilly	32	24	0	0	0.63	1.5185	0.29	1.3979	4.0	1020
prophylactic	29	24	29	24	0.57	1.4771	0.29	1.3979	4.0	2010
reciprocate	26	24	24	23	0.51	1.4314	0.29	1.3979	4.0	0102
reconstructive	24	24	24	24	0.47	1.3979	0.29	1.3979	4.0	2010
reelection	31	24	31	24	0.61	1.5051	0.29	1.3979	4.0	0010
reminiscing	25	24	23	22	0.49	1.415	0.29	1.3979	4.0	2010
restitution	28	24	26	23	0.55	1.4624	0.29	1.3979	4.0	2010
revolutions	30	24	27	21	0.59	1.4914	0.29	1.3979	4.0	2010
saturated	43	24	42	24	0.84	1.6435	0.29	1.3979	4.0	1020
superstitions	27	24	27	24	0.53	1.4472	0.29	1.3979	4.0	2010
supplemental	30	24	25	23	0.59	1.4914	0.29	1.3979	4.0	2010
symposium	35	24	33	22	0.69	1.5563	0.29	1.3979	4.0	0100
synonymous	28	24	28	24	0.55	1.4624	0.29	1.3979	4.0	0100
telemetry	36	24	30	20	0.71	1.5682	0.29	1.3979	4.0	0100
underbelly	39	24	33	24	0.76	1.6021	0.29	1.3979	4.0	1020
vacationing	26	24	24	24	0.51	1.4314	0.29	1.3979	4.0	0100
vasectomy	50	24	48	22	0.98	1.7076	0.29	1.3979	4.0	0100
vernacular	25	24	25	24	0.49	1.415	0.29	1.3979	4.0	0100
whosoever	34	24	26	17	0.67	1.5441	0.29	1.3979	4.0	2010
adrenalin	28	23	22	18	0.55	1.4624	0.27	1.3802	4.0	0100
agitation	25	23	23	21	0.49	1.415	0.27	1.3802	4.0	2010
allegation	27	23	27	23	0.53	1.4472	0.27	1.3802	4.0	2010
alleviate	23	23	22	22	0.45	1.3802	0.27	1.3802	4.0	0102
allowances	25	23	25	23	0.49	1.415	0.27	1.3802	4.0	0100
Americas	27	23	0	0	0.53	1.4472	0.27	1.3802	4.0	0100
Angelica	85	23	3	3	1.67	1.9345	0.27	1.3802	4.0	0100
Aristocrats	112	23	39	21	2.2	2.0531	0.27	1.3802	4.0	0102
calamari	31	23	22	16	0.61	1.5051	0.27	1.3802	4.0	0010
cauliflower	28	23	23	19	0.55	1.4624	0.27	1.3802	4.0	1020
chlamydia	42	23	31	20	0.82	1.6335	0.27	1.3802	4.0	0100
comparable	24	23	23	22	0.47	1.3979	0.27	1.3802	4.0	1000
complimented	24	23	24	23	0.47	1.3979	0.27	1.3802	4.0	1020
debatable	23	23	21	21	0.45	1.3802	0.27	1.3802	4.0	0100
educating	26	23	24	21	0.51	1.4314	0.27	1.3802	4.0	1020
effectiveness	27	23	26	22	0.53	1.4472	0.27	1.3802	4.0	0100
electoral	26	23	26	23	0.51	1.4314	0.27	1.3802	4.0	0100
emphysema	28	23	27	23	0.55	1.4624	0.27	1.3802	4.0	2010
endangerment	31	23	31	23	0.61	1.5051	0.27	1.3802	4.0	0100
entirety	24	23	24	23	0.47	1.3979	0.27	1.3802	4.0	0100
eucalyptus	25	23	18	17	0.49	1.415	0.27	1.3802	4.0	2010
Exposition	40	23	19	13	0.78	1.6128	0.27	1.3802	4.0	2010
fellatio	32	23	26	20	0.63	1.5185	0.27	1.3802	4.0	0100
fundamentals	27	23	26	22	0.53	1.4472	0.27	1.3802	4.0	2010
hypertension	30	23	27	20	0.59	1.4914	0.27	1.3802	4.0	2010
hypodermic	34	23	29	22	0.67	1.5441	0.27	1.3802	4.0	2010
illustration	24	23	24	23	0.47	1.3979	0.27	1.3802	4.0	2010
imitations	34	23	30	22	0.67	1.5441	0.27	1.3802	4.0	2010
implicating	24	23	22	21	0.47	1.3979	0.27	1.3802	4.0	1020
incubator	51	23	51	23	1.0	1.716	0.27	1.3802	4.0	1020
indecisive	27	23	26	22	0.53	1.4472	0.27	1.3802	4.0	2010
indignation	24	23	22	21	0.47	1.3979	0.27	1.3802	4.0	2010
infiltrating	23	23	22	22	0.45	1.3802	0.27	1.3802	4.0	0120
inscrutable	24	23	23	22	0.47	1.3979	0.27	1.3802	4.0	0100
interstellar	33	23	30	21	0.65	1.5315	0.27	1.3802	4.0	2010
lascivious	34	23	29	22	0.67	1.5441	0.27	1.3802	4.0	0100
litigator	29	23	28	22	0.57	1.4771	0.27	1.3802	4.0	1020
malnutrition	23	23	19	19	0.45	1.3802	0.27	1.3802	4.0	2010
merchandising	34	23	25	20	0.67	1.5441	0.27	1.3802	4.0	1020
Nicaragua	69	23	0	0	1.35	1.8451	0.27	1.3802	4.0	2010
nominations	37	23	35	21	0.73	1.5798	0.27	1.3802	4.0	2010
parasitic	24	23	23	22	0.47	1.3979	0.27	1.3802	4.0	2010
perforated	24	23	23	22	0.47	1.3979	0.27	1.3802	4.0	1020
philosophies	26	23	25	22	0.51	1.4314	0.27	1.3802	4.0	0100
Pistachio	77	23	28	17	1.51	1.8921	0.27	1.3802	4.0	0102
ravioli	35	23	30	19	0.69	1.5563	0.27	1.3802	4.0	2010
reciprocal	23	23	22	22	0.45	1.3802	0.27	1.3802	4.0	0100
reconsidered	24	23	24	23	0.47	1.3979	0.27	1.3802	4.0	2010
recreated	24	23	24	23	0.47	1.3979	0.27	1.3802	4.0	1020
redundancy	32	23	30	21	0.63	1.5185	0.27	1.3802	4.0	0100
reenactment	46	23	46	23	0.9	1.6721	0.27	1.3802	4.0	0010
reposition	27	23	24	20	0.53	1.4472	0.27	1.3802	4.0	2010
similarly	33	23	22	17	0.65	1.5315	0.27	1.3802	4.0	1000
subcommittee	43	23	38	21	0.84	1.6435	0.27	1.3802	4.0	1010
superpowers	27	23	26	22	0.53	1.4472	0.27	1.3802	4.0	2010
symptomatic	29	23	29	23	0.57	1.4771	0.27	1.3802	4.0	2010
transatlantic	32	23	24	19	0.63	1.5185	0.27	1.3802	4.0	2010
unsuitable	24	23	23	23	0.47	1.3979	0.27	1.3802	4.0	0100
venereal	26	23	23	20	0.51	1.4314	0.27	1.3802	4.0	0100
violinist	33	23	31	21	0.65	1.5315	0.27	1.3802	4.0	0010
aforementioned	24	22	24	22	0.47	1.3979	0.26	1.3617	4.0	0120
aggravating	24	22	24	22	0.47	1.3979	0.26	1.3617	4.0	1020
amphibious	30	22	26	21	0.59	1.4914	0.26	1.3617	4.0	0100
Aquarius	58	22	0	0	1.14	1.7709	0.26	1.3617	4.0	0100
authenticate	31	22	25	20	0.61	1.5051	0.26	1.3617	4.0	0102
autonomy	27	22	25	21	0.53	1.4472	0.26	1.3617	4.0	0100
aviator	28	22	24	19	0.55	1.4624	0.26	1.3617	4.0	1020
botulism	28	22	26	21	0.55	1.4624	0.26	1.3617	4.0	1020
capitalize	24	22	24	22	0.47	1.3979	0.26	1.3617	4.0	1002
circumcision	34	22	32	21	0.67	1.5441	0.26	1.3617	4.0	2010
commodities	26	22	23	20	0.51	1.4314	0.26	1.3617	4.0	0100
consolidate	23	22	22	21	0.45	1.3802	0.26	1.3617	4.0	0102
defamation	29	22	25	20	0.57	1.4771	0.26	1.3617	4.0	2010
delinquency	23	22	21	20	0.45	1.3802	0.26	1.3617	4.0	0100
dependency	26	22	24	22	0.51	1.4314	0.26	1.3617	4.0	0100
disagreements	24	22	23	22	0.47	1.3979	0.26	1.3617	4.0	2010
disloyalty	23	22	22	21	0.45	1.3802	0.26	1.3617	4.0	0100
documenting	23	22	23	22	0.45	1.3802	0.26	1.3617	4.0	1000
ecosystem	32	22	31	22	0.63	1.5185	0.26	1.3617	4.0	1020
embarrasses	22	22	22	22	0.43	1.3617	0.26	1.3617	4.0	0100
empowering	22	22	21	21	0.43	1.3617	0.26	1.3617	4.0	0100
eventual	22	22	22	22	0.43	1.3617	0.26	1.3617	4.0	0100
expeditions	29	22	28	21	0.57	1.4771	0.26	1.3617	4.0	2010
fingerprinted	23	22	23	22	0.45	1.3802	0.26	1.3617	4.0	1020
hemoglobin	28	22	19	15	0.55	1.4624	0.26	1.3617	4.0	2010
hostilities	23	22	21	20	0.45	1.3802	0.26	1.3617	4.0	0100
ibuprofen	24	22	18	16	0.47	1.3979	0.26	1.3617	4.0	2010
illustrations	29	22	29	22	0.57	1.4771	0.26	1.3617	4.0	2010
inaccurate	26	22	24	21	0.51	1.4314	0.26	1.3617	4.0	0100
interpreting	24	22	24	22	0.47	1.3979	0.26	1.3617	4.0	1020
Isabella	53	22	2	1	1.04	1.7324	0.26	1.3617	4.0	2010
linoleum	27	22	23	21	0.53	1.4472	0.26	1.3617	4.0	0100
manicurist	31	22	31	22	0.61	1.5051	0.26	1.3617	4.0	1020
manifested	28	22	28	22	0.55	1.4624	0.26	1.3617	4.0	1020
