Word	FREQcount	CDcount	FREQlow	Cdlow	SUBTLWF	Lg10WF	SUBTLCD	Lg10CD	syllable_count	stress_pattern
demoralization	1	1	1	1	0.02	0.301	0.01	0.301	6.0	020010
denominational	1	1	1	1	0.02	0.301	0.01	0.301	6.0	020100
Destabilization	1	1	0	0	0.02	0.301	0.01	0.301	6.0	020010
detoxification	1	1	1	1	0.02	0.301	0.01	0.301	6.0	020010
Diametrically	1	1	0	0	0.02	0.301	0.01	0.301	6.0	201000
dimensionality	1	1	1	1	0.02	0.301	0.01	0.301	6.0	020100
discontinuation	1	1	1	1	0.02	0.301	0.01	0.301	6.0	202010
disequilibrium	1	1	1	1	0.02	0.301	0.01	0.301	6.0	020100
dissimilarity	1	1	1	1	0.02	0.301	0.01	0.301	6.0	220100
editorialized	1	1	1	1	0.02	0.301	0.01	0.301	6.0	201002
electability	1	1	1	1	0.02	0.301	0.01	0.301	6.0	020100
electrification	1	1	1	1	0.02	0.301	0.01	0.301	6.0	020010
Endocrinologists	1	1	0	0	0.02	0.301	0.01	0.301	6.0	200100
etymological	1	1	1	1	0.02	0.301	0.01	0.301	6.0	200100
gynecological	1	1	1	1	0.02	0.301	0.01	0.301	6.0	200100
historiography	1	1	1	1	0.02	0.301	0.01	0.301	6.0	020100
immunotherapy	1	1	1	1	0.02	0.301	0.01	0.301	6.0	200100
incapacitation	1	1	1	1	0.02	0.301	0.01	0.301	6.0	002010
inflexibility	1	1	1	1	0.02	0.301	0.01	0.301	6.0	020100
irrationality	1	1	1	1	0.02	0.301	0.01	0.301	6.0	020100
journalistically	1	1	1	1	0.02	0.301	0.01	0.301	6.0	201000
liberalization	4	1	4	1	0.08	0.699	0.01	0.301	6.0	200010
macroeconomic	1	1	1	1	0.02	0.301	0.01	0.301	6.0	200010
Macroeconomics	1	1	0	0	0.02	0.301	0.01	0.301	6.0	200010
malleability	1	1	1	1	0.02	0.301	0.01	0.301	6.0	200100
methodological	1	1	1	1	0.02	0.301	0.01	0.301	6.0	200100
microbiologist	1	1	1	1	0.02	0.301	0.01	0.301	6.0	200100
microelectronics	1	1	1	1	0.02	0.301	0.01	0.301	6.0	200010
misrepresentations	1	1	1	1	0.02	0.301	0.01	0.301	6.0	020010
neoconservative	1	1	1	1	0.02	0.301	0.01	0.301	6.0	200100
optimistically	1	1	1	1	0.02	0.301	0.01	0.301	6.0	201000
Overpopulation	1	1	0	0	0.02	0.301	0.01	0.301	6.0	202010
participatory	1	1	1	1	0.02	0.301	0.01	0.301	6.0	210020
permeability	1	1	1	1	0.02	0.301	0.01	0.301	6.0	000100
phantasmagoria	1	1	1	1	0.02	0.301	0.01	0.301	6.0	020100
polymerization	1	1	1	1	0.02	0.301	0.01	0.301	6.0	200010
prestidigitator	1	1	1	1	0.02	0.301	0.01	0.301	6.0	201000
Prestidigitators	1	1	0	0	0.02	0.301	0.01	0.301	6.0	201000
proportionality	1	1	1	1	0.02	0.301	0.01	0.301	6.0	020100
recertification	1	1	1	1	0.02	0.301	0.01	0.301	6.0	200010
reexamination	1	1	1	1	0.02	0.301	0.01	0.301	6.0	002010
reinterpretation	1	1	1	1	0.02	0.301	0.01	0.301	6.0	002010
Renegotiations	1	1	0	0	0.02	0.301	0.01	0.301	6.0	202010
retinoblastoma	1	1	1	1	0.02	0.301	0.01	0.301	6.0	202210
sensationalistic	2	1	2	1	0.04	0.4771	0.01	0.301	6.0	020010
stereomicroscope	1	1	1	1	0.02	0.301	0.01	0.301	6.0	200100
theatricality	1	1	1	1	0.02	0.301	0.01	0.301	6.0	020100
transillumination	1	1	1	1	0.02	0.301	0.01	0.301	6.0	202010
unambiguously	1	1	1	1	0.02	0.301	0.01	0.301	6.0	001000
unfamiliarity	1	1	1	1	0.02	0.301	0.01	0.301	6.0	202100
uninitiated	1	1	1	1	0.02	0.301	0.01	0.301	6.0	201020
unprecedentedly	1	1	1	1	0.02	0.301	0.01	0.301	6.0	010200
Unverifiable	1	1	0	0	0.02	0.301	0.01	0.301	6.0	020100
videoconferencing	1	1	1	1	0.02	0.301	0.01	0.301	6.0	200100
